studid,classid,schoolid,date,academic,FinalProfitRounded,delta,beta,delta_now,pb,beta_0,dictator,dictator_schoolmate,dictator_difference,risk,publicgood,trust,trust_return,comp,SPiecerate,STournament,ST_SP,STournamentChoosed,SPiecerateChoosed,RankP,RankT,froze,time_delta_now,time_delta,time_beta,time_risk,time_dictator,time_dictator_schoolmate,time_trust,time_trust_return,time_publicgood,time_comp,time_beta_0,time_pb,time_dictator_difference,time_total,math,read,female,male,age,gpa_m,gpa_i,chsup_d1,chsup_d2,chsup_d0,pared_d1,pared_d2,pared_d3,pared_d0,fjob1,fjob2,fjob3,fjob4,fjob5,fjob6,fjob7,fjob8,fjob9,books1,books2,books3,books4,books5,books6,books7,books8,grade_math,grade_hun,grade_lit,grade_math_m,grade_hun_m,grade_lit_m
257,7,2,200303_1004,academic track,2000,.33333334,1,.33333334,0,0,0,0,0,50,0,0,33.333336,0,9,12,3,,12,2,2,0,22,47,69,117,32,31,58,109,57,81,69,69,63,770,1.1382105,1.2820088,male,male,207,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0
258,28,5,200306_1306,vocational track,1000,.75757575,1,.75757575,0,0,50,50,0,67,60,60,23.010582,1,4,5,1,6,,2,2,0,33,43,76,71,32,26,57,119,78,73,76,76,58,774,-.42759827,-.25101644,female,female,227,1,4.5255127,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,5,0,0,0
259,49,8,191205_1246,academic track,2000,.68493152,.80662984,.55248618,1,.19337016,0,0,0,2,18.9,0,6.3042326,1,7,10,3,8,,2,1,0,41,28,69,32,8,14,10,45,59,68,69,69,22,557,.87492675,.3204551,male,male,219,0,4.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,4,0,0,0
260,44,7,190429_0829,vocational track,300,.66666669,.74257421,.49504951,1,.25742579,50,50,0,25,60,50,34,0,4,4,0,,7,2,2,0,41,46,87,54,50,15,56,244,80,100,87,87,65,960,-.73778188,-1.4639142,male,male,203,0,3.9000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,0,0,0
261,5,2,200303_0850,academic track,1500,.75757575,1,.75757575,0,0,50,50,0,41,60,50,17.978836,1,7,8,1,11,,2,2,0,12,11,23,41,26,14,40,93,43,50,23,23,40,567,1.3758212,.95203835,male,male,206,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
262,49,8,191205_1246,academic track,2000,.63291138,1.2640001,.80000001,0,.26400006,0,5,-5,48,30,20,47.021164,1,3,4,1,5,,3,2,0,53,33,86,59,46,26,35,132,41,63,86,86,72,743,.82813829,-.3372584,female,female,205,0,4.8000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
263,39,6,190411_1016,academic track,1500,.66666669,1.1999999,.80000001,0,.19999993,35,25,10,65,100,90,50,1,5,9,4,10,,1,1,0,31,31,62,105,70,24,117,121,117,79,62,62,94,945,.49172646,-1.7454906,male,male,195,1,4.5255127,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,2,4,0,0,0
264,45,7,190429_1037,academic track,2800,.97087377,1,.97087377,0,0,0,50,-50,49,25,50,33.333336,1,7,7,0,6,,2,1,0,117,52,169,78,76,20,54,130,145,86,169,169,96,1052,2.1422217,1.3244264,male,male,201,0,4.9000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
265,50,9,191025_1101,academic track,1300,.89285713,.91803282,.81967211,1,.081967175,50,0,50,40,50,50,50,1,3,9,6,8,,2,1,0,69,54,123,100,41,39,86,138,73,113,123,123,80,968,-.5147301,-.91716671,,,204,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
266,10,2,200303_1103,academic track,5200,.7352941,.9066667,.66666669,1,.093333304,50,50,0,10,100,90,29.517197,1,10,11,1,13,,3,3,0,22,34,56,72,41,24,63,183,83,100,56,56,65,851,.94683254,.8476342,female,female,204,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
267,14,2,200302_1048,academic track,1500,.63291138,1.2248062,.77519381,0,.22480619,50,37.5,12.5,50,40,80,66.666672,1,9,15,6,17,,2,2,0,22,7,29,35,4,12,24,48,65,21,29,29,16,492,1.0601919,1.4894116,male,male,189,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
268,48,8,191205_0944,academic track,2000,,,.33333334,,,0,0,0,50,20,0,0,0,8,9,1,,9,2,2,1,16,20,36,50,18,10,31,42,67,43,36,36,28,530,.38614661,.62921607,male,male,223,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,1,1,1
269,9,2,190318_1102,academic track,5200,.86206895,.95081967,.81967211,1,.049180329,25,20,5,30,50,10,27.329367,1,8,13,5,13,,2,1,0,28,29,57,40,30,36,85,157,90,78,57,57,66,773,1.2775759,.59605515,male,male,187,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
270,6,2,190318_1014,academic track,1800,.84033614,.97540981,.81967211,1,.024590194,37.5,40,-2.5,21,0,30,28,0,10,7,-3,,6,3,3,0,47,38,85,59,60,49,132,231,143,106,85,85,109,1058,.46438676,1.1499501,female,female,202,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,1,1,1
271,1,1,191011_0834,academic track,1200,.81967211,.89705884,.7352941,1,.10294116,50,0,50,16,70,50,83.441803,0,7,7,0,,9,3,2,0,26,45,71,53,23,18,31,94,67,96,71,71,41,756,-1.56064,-1.8932503,male,male,203,0,3.9000001,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,3,0,0,0
272,38,6,190411_1405,academic track,1700,.59171599,.95480222,.56497175,1,.045197785,45,25,20,35,90,60,50.3545,0,6,6,0,,5,2,4,0,12,33,45,54,29,16,47,121,71,95,45,45,45,735,-.092075825,-.39209744,female,female,201,0,4.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,5,0,0,0
273,53,9,191025_1305,academic track,500,.97087377,.68666667,.66666669,1,.31333333,25,15,10,25,100,20,33.333336,0,5,7,2,,7,3,2,0,48,48,96,79,54,28,69,129,89,99,96,96,82,859,-.45204836,-.91880721,female,female,186,0,4.1999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,5,0,0,0
274,47,8,191205_1049,academic track,1500,.97087377,1,.97087377,0,0,25,0,25,49,0,40,33.333336,1,5,10,5,8,,3,1,0,51,48,99,71,54,25,99,182,186,131,99,99,79,1079,.2827892,-.20449732,female,female,219,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0
275,7,2,200303_1004,academic track,1500,,,,,,25,0,25,88,90,30,57.113754,0,9,11,2,,15,2,2,0,21,26,47,75,57,25,89,141,91,64,47,47,82,759,.61386609,.77334368,female,female,198,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
276,53,9,191025_1305,academic track,500,.91743118,1,.91743118,0,0,50,0,50,24,100,0,33.333336,1,6,9,3,9,,3,2,0,68,52,120,116,37,23,73,120,50,158,120,120,60,950,.71622336,.84388453,male,male,178,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
277,46,8,191205_1150,academic track,800,.89285713,1,.89285713,0,0,25,20,5,20,40,60,43.267197,1,6,8,2,9,,1,2,0,38,30,68,67,30,20,41,143,66,81,68,68,50,765,-.020948635,-.049823724,female,female,217,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,5,5,0,0,0
278,25,4,191129_0954,academic track,0,.75757575,1,.75757575,0,0,37.5,25,12.5,57,100,60,31.560846,1,5,5,0,5,,2,2,0,74,52,126,100,50,23,120,227,99,95,126,126,73,1035,-.82402438,.58480614,female,female,189,0,4.6999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,0,0,0
279,40,6,190411_0853,academic track,1000,.75757575,.68393785,.51813471,1,.31606215,50,50,0,49,50,50,50.660057,1,7,8,1,10,,2,2,0,40,36,76,70,33,25,40,131,50,74,76,76,58,759,-1.9397284,.018607268,male,male,194,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,1,1,1
280,35,6,190411_1249,academic track,800,.97087377,.79844964,.77519381,1,.20155036,50,25,25,50,50,50,33.333336,1,6,7,1,7,,3,2,0,51,41,92,97,48,44,83,171,86,123,92,92,92,1038,-.88592756,.083523571,female,female,222,0,4.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,0,0,0
281,46,8,191205_1150,academic track,600,.91743118,1,.91743118,0,0,0,0,0,40,50,30,33.333336,1,7,7,0,6,,2,2,0,37,27,64,71,48,20,44,126,76,111,64,64,68,831,.66965705,.2176908,male,male,219,0,4.8000002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,0,0,0
282,40,6,190411_0853,academic track,1500,.63291138,1.1048951,.69930071,0,.10489511,25,5,20,40,50,50,43.026455,1,7,10,3,13,,1,1,0,26,13,39,48,17,14,31,62,59,29,39,39,31,556,.596084,.9830907,male,male,202,0,4.8000002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,4,0,0,0
283,38,6,190411_1405,academic track,1000,,,,,,50,0,50,50,60,50,29.023811,0,11,16,5,,13,3,2,0,12,23,35,52,24,18,24,64,60,55,35,35,42,598,-.20099029,.26643661,female,female,207,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
284,28,5,200306_1306,vocational track,1000,.62111801,.93063587,.5780347,1,.06936413,25,37.5,-12.5,20,20,80,35.939156,1,5,8,3,7,,3,1,0,39,35,74,61,33,21,48,126,65,79,74,74,54,767,-1.1818852,-2.4082425,male,male,222,1,4.5255127,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,1,1,1
285,4,1,191011_1139,academic track,3600,.94339621,1,.94339621,0,0,50,0,50,25,50,50,33.181217,1,5,9,4,9,,2,2,0,85,63,148,76,89,50,107,207,126,106,148,148,139,1183,-.6891039,-1.0898856,female,female,219,0,4.9000001,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
286,30,5,200306_1051,academic track,1000,.63291138,.98136646,.62111801,1,.018633544,50,25,25,15,65,30,43.939816,1,3,7,4,7,,3,2,1,47,111,158,57,51,36,74,358,109,72,158,158,87,1147,-.73855984,-.61274165,male,male,203,0,4.3000002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,4,0,0,0
287,19,3,200224_0949,academic track,1300,.97087377,1,.97087377,0,0,50,50,0,27,1,50,46.382275,1,5,8,3,6,,3,3,0,28,26,54,67,32,28,51,159,118,78,54,54,60,820,.12352943,.93786019,female,female,184,0,4.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
288,20,3,200224_0748,academic track,1200,.75757575,1,.75757575,0,0,25,25,0,30,80,30,13.247355,1,5,4,-1,6,,3,3,0,40,53,93,99,67,30,68,178,113,160,93,93,97,1095,-.45871696,-1.4686012,male,male,182,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
289,34,6,190411_1002,academic track,1000,.89285713,1.0873786,.97087377,0,.087378621,50,50,0,75,100,50,29.517197,1,12,9,-3,11,,1,2,0,31,16,47,107,33,25,60,225,88,79,47,47,58,906,2.0540898,1.3384876,female,female,226,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
290,3,1,191011_1047,academic track,4000,.66666669,.82872927,.55248618,1,.17127073,50,25,25,37,80,100,100,1,10,10,0,8,,2,1,0,42,19,61,63,11,26,30,67,56,39,61,61,37,603,-1.0717485,-.76682901,male,male,232,0,3.4000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,4,0,0,0
291,13,2,200302_0905,academic track,0,.81967211,1,.81967211,0,0,50,25,25,49,100,100,29.517197,0,9,7,-2,,9,2,3,0,17,13,30,34,32,21,26,124,80,38,30,30,53,618,1.5685328,1.4762877,female,female,194,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,4.5313177,0,0,1
292,42,7,190429_1233,vocational track,1000,.49504951,1,.49504951,0,0,50,50,0,14,50,70,46.867725,0,6,5,-1,,2,2,4,0,34,45,79,83,48,24,67,185,73,134,79,79,72,947,-.86881196,-1.2176085,female,female,195,0,3.9000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,0,0,0
293,47,8,191205_1049,academic track,1000,.63291138,.9575758,.60606062,1,.042424202,30,20,10,50,45,60,32.850533,1,2,5,3,7,,4,2,0,67,58,125,72,75,69,155,385,197,150,125,125,144,1501,.39614856,.96352172,female,female,216,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
294,51,9,191025_1154,academic track,0,.55248618,1.2657343,.69930071,0,.26573431,25,25,0,80,70,80,38.974869,1,3,4,1,8,,4,3,0,47,42,89,89,37,43,146,265,133,103,89,89,80,1106,-.33457702,-1.3313874,male,male,214,0,3.3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,0,0,0
295,10,2,200303_1103,academic track,0,.75757575,1.2110091,.91743118,0,.21100914,50,50,0,30,50,50,33.333336,1,12,10,-2,12,,2,2,0,21,31,52,74,43,19,47,84,96,67,52,52,62,713,1.3501482,.56265992,female,female,200,1,4.5255127,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,5,5,0,0,0
296,20,3,200224_0748,academic track,1500,.89285713,1.0275229,.91743118,0,.027522922,50,50,0,48,100,100,19.181217,1,4,5,1,7,,2,2,0,52,68,120,123,67,26,109,425,101,122,120,120,93,1307,-.084185526,-.15645456,male,male,190,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
297,12,2,190318_1206,academic track,1500,.97087377,1,.97087377,0,0,25,10,15,42,50,40,29.517197,0,7,10,3,,10,3,3,0,14,31,45,45,29,16,49,174,66,56,45,45,45,729,.7742368,2.2298524,female,female,187,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
298,8,2,200302_1001,academic track,1100,.89285713,1,.89285713,0,0,37.5,37.5,0,49,45,60,30.628309,0,9,20,11,,7,3,2,0,4,2,6,35,6,14,24,77,23,45,6,6,20,491,.7742368,2.2298524,female,female,199,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
299,45,7,190429_1037,academic track,0,.69930071,.88819873,.62111801,1,.11180127,50,50,0,41,80,70,68.328041,0,4,4,0,,4,3,4,0,64,43,107,93,21,11,63,142,112,58,107,107,32,872,.57730174,.99105811,female,female,197,0,4.6999998,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
300,6,2,190318_1014,academic track,1200,.5780347,1,.5780347,0,0,50,35,15,25,50,80,29.517197,0,8,12,4,,10,3,2,0,68,23,91,43,25,19,32,317,39,59,91,91,44,853,1.063193,.81833982,female,female,190,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,5,5,0,0,0
301,19,3,200224_0949,academic track,1300,.81967211,1.0892857,.89285713,0,.089285731,50,0,50,27,80,90,50,1,8,7,-1,6,,2,3,0,50,57,107,84,41,49,112,251,77,108,107,107,90,1034,-.055067111,1.2400593,female,female,206,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
302,16,3,200224_1047,academic track,1000,.75757575,1,.75757575,0,0,50,50,0,30,50,50,27.791006,0,7,7,0,,7,2,3,0,43,36,79,88,28,40,75,306,77,111,79,79,68,1034,-.92371422,-.011389522,female,female,195,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
303,33,6,190411_1102,academic track,0,.66666669,.74257421,.49504951,1,.25742579,60,50,10,34,60,60,39.94709,1,5,10,5,8,,2,2,0,49,38,87,58,31,19,30,115,43,76,87,87,50,709,-.33868897,.65112859,female,female,226,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,0,0,0
304,15,3,200224_0844,academic track,200,.69930071,.95333332,.66666669,1,.046666682,100,50,50,10,50,50,33.333336,0,9,7,-2,,10,2,3,0,43,24,67,65,49,23,56,108,63,83,67,67,72,749,-.8670339,-.5929383,female,female,203,0,4.5999999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,5,5,0,0,0
305,35,6,190411_1249,academic track,1100,.77519381,1.1517857,.89285713,0,.15178573,50,25,25,42,35,80,42.722221,1,10,9,-1,7,,2,2,0,39,36,75,75,33,19,59,174,118,131,75,75,52,966,.28834563,.053877998,male,male,223,0,4.8000002,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
306,36,6,190411_1226,academic track,0,.62111801,1,.62111801,0,0,50,50,0,25,50,50,45.910053,1,7,8,1,7,,2,4,0,44,71,115,81,25,24,61,164,90,142,115,115,49,968,-.076294608,.07660979,female,female,216,0,4.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,0,0,0
307,16,3,200224_1047,academic track,1000,.89285713,1.0873786,.97087377,0,.087378621,50,50,0,46,90,50,50,1,5,4,-1,6,,3,4,0,27,28,55,74,56,41,38,104,70,89,55,55,97,774,.35258329,.60730422,female,female,203,0,4.9000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0
308,53,9,191025_1305,academic track,700,.68493152,1.0503597,.71942449,0,.050359726,45,25,20,35,85,50,33.333336,1,6,9,3,8,,2,1,0,44,29,73,89,33,34,65,189,115,99,73,73,67,936,.3812561,.12558995,male,male,179,0,4.5999999,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,4,0,0,0
309,42,7,190429_1233,vocational track,1300,.63291138,1.2248062,.77519381,0,.22480619,50,25,25,42,50,50,49.243389,1,5,5,0,5,,2,3,0,32,44,76,64,36,25,50,144,48,81,76,76,61,785,-.81813371,-1.5242602,female,female,197,0,3.7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,3,0,0,0
310,53,9,191025_1305,academic track,200,.80000001,1.2135922,.97087377,0,.21359217,50,50,0,10,30,50,33.333336,0,8,10,2,,11,1,2,0,71,46,117,97,48,47,66,155,100,117,117,117,95,1016,-.46638507,-.081930347,male,male,182,0,4.6999998,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,5,0,0,0
311,11,2,190318_0908,academic track,1000,.7352941,1.030303,.75757575,0,.030303001,50,50,0,25,60,50,33.961643,1,9,16,7,14,,3,2,0,24,33,57,49,23,22,44,159,97,62,57,57,45,748,1.5118526,1.5653425,female,female,188,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
312,15,3,200224_0844,academic track,0,.75757575,.71351349,.54054052,1,.28648651,50,50,0,93,70,50,50,1,7,8,1,8,,4,3,0,33,37,70,68,31,21,41,126,127,43,70,70,52,771,.17365254,1.239005,female,female,201,0,4.9000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.225564,4.3526883,4.5313177,1,1,1
313,6,2,190318_1014,academic track,1500,.97087377,.91964287,.89285713,1,.080357134,.25,0,.25,50,100,20,44.582008,1,9,13,4,11,,2,1,0,71,40,111,69,52,34,121,195,83,98,111,111,86,944,.19076748,-.31522968,male,male,201,0,4.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,0,0,0
314,44,7,190429_0829,vocational track,3200,.66666669,1.0273973,.68493152,0,.027397275,25,0,25,37,.5,50,36.818783,1,6,8,2,8,,2,2,0,44,33,77,60,45,41,84,147,88,122,77,77,86,908,-.24233313,-2.1611168,male,male,205,0,3.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,0,0
315,20,3,200224_0748,academic track,1300,.80000001,1.0775862,.86206895,0,.077586174,50,12.5,37.5,20,50,30,33.333336,0,4,7,3,,6,3,2,0,58,57,115,62,59,43,87,131,96,101,115,115,102,907,-.5051719,-.15282238,female,female,183,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
316,1,1,191011_0834,academic track,1200,.7352941,1,.7352941,0,0,50,25,25,2,50,50,42.62434,1,4,9,5,10,,3,3,0,35,74,109,59,39,33,49,172,78,111,109,109,72,950,-1.8378154,-1.1083996,female,female,212,0,4.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,0,0,0
317,13,2,200302_0905,academic track,1000,.97087377,1,.97087377,0,0,50,50,0,50,100,100,29.517197,0,11,12,1,,15,3,3,0,18,27,45,131,26,24,56,120,33,44,45,45,50,701,2.3986146,1.103431,male,male,191,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
318,26,5,200306_1002,academic track,1100,.97087377,1,.97087377,0,0,50,25,25,1,50,50,16.666668,0,5,6,1,,7,3,4,0,30,37,67,106,50,25,20,94,73,130,67,67,75,851,-1.7722447,-1.7110404,female,female,203,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,3,0,0,0
319,13,2,200302_0905,academic track,1000,.97087377,1,.97087377,0,0,50,50,0,49,80,100,50,0,8,10,2,,10,3,3,0,17,18,35,54,42,17,48,113,89,68,35,35,59,704,1.279354,.98109835,male,male,184,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
320,1,1,191011_0834,academic track,1300,.63291138,1.1969697,.75757575,0,.19696975,25,50,-25,25,50,60,62.387569,0,7,9,2,,10,2,1,0,56,35,91,111,37,31,65,136,74,104,91,91,68,941,-.28534329,-1.2214756,male,male,209,0,4.1999998,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,5,0,0,0
321,53,9,191025_1305,academic track,1000,.77519381,1.1517857,.89285713,0,.15178573,10,10,0,50,80,70,46.904762,1,3,7,4,5,,3,3,0,41,67,108,74,30,21,43,123,83,58,108,108,51,825,.31146261,-.38998827,male,male,178,0,4.5999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,0,0,0
322,7,2,200303_1004,academic track,1000,.33333334,2.1582732,.71942449,0,1.1582732,50,0,50,49,100,100,29.517197,0,8,8,0,,7,4,4,0,20,14,34,107,40,6,24,124,48,46,34,34,46,668,.95172244,.97945786,female,female,194,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
323,12,2,190318_1206,academic track,1500,.97087377,1,.97087377,0,0,50,0,50,49,100,100,5,1,1,7,6,8,,4,3,0,52,38,90,123,73,36,57,85,85,101,90,90,109,939,-.25967026,-.12411359,male,male,182,0,4.0999999,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,4,0,0,0
324,8,2,200302_1001,academic track,1500,.69930071,.70792079,.49504951,1,.29207921,0,0,0,33,100,100,5,0,14,17,3,,12,2,1,0,8,16,24,48,34,14,58,108,40,54,24,24,48,662,-.25967026,-.12411359,male,male,194,0,4.0999999,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,4,0,0,0
325,32,6,190411_1302,academic track,1400,.7352941,1.0880001,.80000001,0,.088000059,30,20,10,40,40,30,45.857143,1,3,7,4,7,,2,2,0,29,60,89,108,44,30,85,285,115,113,89,89,74,1121,-1.4283869,-.59129786,female,female,209,0,4.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,5,0,0,0
326,45,7,190429_1037,academic track,0,.64935064,.71627909,.46511629,1,.28372091,50,25,25,8,100,50,50.666664,0,5,6,1,,5,3,2,0,73,46,119,69,22,12,30,119,92,47,119,119,34,785,.073406935,-.21469143,female,female,202,0,3.8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,0,0,0
327,16,3,200224_1047,academic track,1000,.89285713,1,.89285713,0,0,25,0,25,20,55,40,4.9338622,1,10,10,0,12,,2,1,0,39,25,64,79,65,46,76,123,55,108,64,64,111,867,.19243477,.61527228,female,female,200,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
328,48,8,191205_0944,academic track,1000,.84033614,.68786126,.5780347,1,.31213874,50,40,10,25,80,30,41.433861,1,6,8,2,10,,3,3,1,26,27,53,79,36,26,31,128,94,66,53,53,62,757,-.23066385,-.68222755,female,female,210,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
