studid,classid,schoolid,date,academic,FinalProfitRounded,delta,beta,delta_now,pb,beta_0,dictator,dictator_schoolmate,dictator_difference,risk,publicgood,trust,trust_return,comp,SPiecerate,STournament,ST_SP,STournamentChoosed,SPiecerateChoosed,RankP,RankT,froze,time_delta_now,time_delta,time_beta,time_risk,time_dictator,time_dictator_schoolmate,time_trust,time_trust_return,time_publicgood,time_comp,time_beta_0,time_pb,time_dictator_difference,time_total,math,read,female,male,age,gpa_m,gpa_i,chsup_d1,chsup_d2,chsup_d0,pared_d1,pared_d2,pared_d3,pared_d0,fjob1,fjob2,fjob3,fjob4,fjob5,fjob6,fjob7,fjob8,fjob9,books1,books2,books3,books4,books5,books6,books7,books8,grade_math,grade_hun,grade_lit,grade_math_m,grade_hun_m,grade_lit_m
185,30,5,200306_1051,academic track,1000,.7352941,.97841728,.71942449,1,.021582723,50,0,50,47,70,30,16.584656,1,5,8,3,7,,1,1,1,25,22,47,70,32,31,54,125,81,153,47,47,63,804,-.2382212,-.59891468,male,male,202,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,0,0,0
186,50,9,191025_1101,academic track,1000,.68493152,.82485873,.56497175,1,.17514127,0,0,0,,100,80,33.333336,1,4,8,4,7,,3,4,0,46,42,88,56,19,14,33,97,64,52,88,88,33,682,-1.0549664,.14129174,female,female,200,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,0,0,0
187,32,6,190411_1302,academic track,1000,.94339621,.74125874,.69930071,1,.25874126,50,25,25,25,100,60,35.240742,1,5,9,4,13,,3,2,0,33,19,52,66,21,15,71,110,97,101,52,52,36,767,.69099534,.41525134,female,female,214,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,0,0,0
188,16,3,200224_1047,academic track,1400,.69930071,1,.69930071,0,0,50,30,20,35,45,40,27.242065,1,4,8,4,9,,2,2,0,28,23,51,58,28,17,36,73,59,62,51,51,45,637,-.69566113,.91852623,female,female,202,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,5,0,0,0
189,3,1,191011_1047,academic track,0,.77519381,.92805755,.71942449,1,.071942449,35,10,25,15,50,30,37.452381,1,7,8,1,8,,3,2,0,41,49,90,79,77,38,109,278,127,65,90,90,115,1102,.076740928,-.20566909,male,male,212,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
190,52,9,191025_1015,academic track,1300,.80000001,1.0504202,.84033614,0,.050420165,25,25,0,3,40,40,27.890211,1,2,6,4,7,,4,1,0,58,295,353,82,61,47,125,250,127,133,353,353,108,1428,.24233508,-1.6121433,female,female,221,0,4.9000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,0,0,0
191,8,2,200302_1001,academic track,1000,.81967211,1.0892857,.89285713,0,.089285731,25,0,25,49,100,100,21.666666,0,12,15,3,,20,4,3,0,15,13,28,24,57,27,93,67,47,63,28,28,84,623,1.831038,1.5178853,male,male,203,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
192,15,3,200224_0844,academic track,200,.75757575,.74576271,.56497175,1,.25423729,50,50,0,10,50,50,44.687832,1,7,8,1,7,,3,3,0,45,32,77,71,37,20,73,232,61,144,77,77,57,969,-1.3183616,-1.2797124,male,male,197,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,0,0,0
193,7,2,200303_1004,academic track,0,.52910054,.9174757,.48543689,1,.0825243,25,0,25,50,100,100,50,1,10,13,3,15,,2,1,0,21,23,44,76,35,14,38,71,42,63,44,44,49,615,1.434279,1.1812361,male,male,201,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
194,43,7,190429_0937,vocational track,500,.5780347,1.6796116,.97087377,0,.67961156,25,25,0,10,50,50,17.021164,0,4,5,1,,7,3,3,0,26,32,58,72,48,21,71,124,73,41,58,58,69,731,-1.482622,-1.0955101,female,female,193,0,3.3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,5,0,0,0
195,37,6,190411_1457,academic track,900,.81967211,1,.81967211,0,0,40,25,15,26,50,60,22.802248,0,6,8,2,,9,2,2,0,53,21,74,67,35,19,48,193,93,56,74,74,54,862,.04351119,-.44635031,male,male,199,0,4.9000001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,5,5,0,0,0
196,17,3,200224_1231,academic track,1500,.97087377,1,.97087377,0,0,50,50,0,99,100,100,50,1,6,4,-2,5,,3,3,0,44,26,70,70,40,29,43,146,87,109,70,70,69,863,.73100448,-.045254122,male,male,202,0,3.9000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,0,0,0
197,49,8,191205_1246,academic track,0,.81967211,.85314685,.69930071,1,.14685315,27.75,1.25,26.5,33,75,50,33.179893,1,8,7,-1,8,,2,2,0,35,20,55,63,24,23,32,91,51,76,55,55,47,662,.44949427,.76420385,male,male,221,0,4.6999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
198,29,5,200306_1158,vocational track,1700,.59171599,1.1818181,.69930071,0,.18181813,25,10,15,20,20,50,45.257938,0,7,9,2,,9,4,3,0,26,30,56,38,18,14,23,76,45,56,56,56,32,591,,,,,,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
199,27,5,200306_0916,vocational track,1000,.46511629,1,.46511629,0,0,50,50,0,11,100,100,50,1,7,7,0,3,,1,1,0,57,40,97,69,53,30,37,99,82,84,97,97,83,819,-.65631855,-2.2402112,male,male,228,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,0,0,0
200,53,9,191025_1305,academic track,500,.69930071,1.0833334,.75757575,0,.083333373,50,5,45,23,50,40,34.026455,1,8,8,0,5,,3,1,0,54,107,161,101,41,27,98,257,97,120,161,161,68,1185,,,,,,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
201,52,9,191025_1015,academic track,1900,.62111801,1.0189873,.63291138,0,.018987298,50,12.5,37.5,20,90,50,42.763226,0,8,9,1,,10,3,2,0,39,59,98,97,31,36,205,290,72,78,98,98,67,1032,-1.1592132,.2587029,female,female,222,0,4.5999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,5,0,0,0
202,26,5,200306_1002,academic track,1000,.89285713,1,.89285713,0,0,50,25,25,50,50,50,50,1,6,8,2,5,,2,1,0,31,23,54,58,31,48,47,160,58,55,54,54,79,759,-.59319246,-.097163409,female,female,196,0,4.3000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,0,0,0
203,1,1,191011_0834,academic track,1000,.97087377,1,.97087377,0,0,50,50,0,70,100,50,33.333336,1,10,10,0,10,,2,1,0,32,26,58,56,25,23,44,75,70,49,58,58,48,655,.609532,-.4488107,male,male,207,0,3.8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,0,0,0
204,25,4,191129_0954,academic track,0,.75757575,1.0819672,.81967211,0,.081967235,15,10,5,15,30,20,79.21032,0,5,5,0,,6,2,3,0,50,46,96,101,57,28,81,177,101,89,96,96,85,945,-1.58409,-1.6757703,male,male,186,0,3.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,0,0,0
205,41,7,190429_1143,academic track,1600,.89285713,1.0873786,.97087377,0,.087378621,50,25,25,13,50,60,39.846561,1,5,8,3,7,,3,3,0,74,42,116,68,33,23,72,172,93,69,116,116,56,888,-.20210183,.44923279,female,female,198,1,4.5255127,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,1,1,1
206,24,4,191129_0904,vocational track,500,.75757575,1.2110091,.91743118,0,.21100914,50,5,45,20,50,40,32.224869,0,6,4,-2,,5,2,3,0,71,52,123,89,41,23,65,202,88,100,123,123,64,989,-1.2115588,-.46146587,female,female,196,0,3.7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,0,0,0
207,23,4,191129_1158,vocational track,1300,.52910054,1.0924855,.5780347,0,.092485547,50,50,0,12,50,60,46.038361,0,3,6,3,,5,3,4,0,55,35,90,73,16,16,77,164,76,93,90,90,32,850,-.91048843,-.40018237,female,female,196,1,4.5255127,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,4,0,0,0
208,22,4,191129_1101,vocational track,1000,.56497175,1.416,.80000001,0,.41600001,50,25,25,9,50,50,28.912699,0,2,3,1,,4,2,1,0,58,103,161,114,43,38,95,288,103,112,161,161,81,1179,-1.2393429,-2.3422718,female,female,216,0,4.1999998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,3,0,0,0
209,8,2,200302_1001,academic track,1300,.86206895,1.0642202,.91743118,0,.06422019,25,0,25,50,100,100,21.298943,0,23,15,-8,,17,1,4,0,8,17,25,62,21,30,38,84,35,36,25,25,51,580,2.9033983,1.940894,male,male,200,0,4.8000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5,5,0,0,0
210,12,2,190318_1206,academic track,1500,.94339621,1,.94339621,0,0,0,25,-25,50,100,100,29.517197,0,7,8,1,,10,3,2,0,33,27,60,117,180,41,83,148,96,121,60,60,221,1124,2.9033983,1.940894,male,male,188,0,4.8000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5,5,0,0,0
211,43,7,190429_0937,vocational track,1000,,,,,,.25,.5,-.25,17,50,30,47.632275,0,4,7,3,,3,2,1,0,38,35,73,70,23,25,32,75,42,62,73,73,48,655,,,male,male,202,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
212,25,4,191129_0954,academic track,800,.86206895,.64088398,.55248618,1,.35911602,50,25,25,42,0,50,50,1,6,10,4,10,,3,2,0,77,45,122,110,29,26,69,146,121,71,122,122,55,942,-.54495943,-.056385662,female,female,191,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
213,53,9,191025_1305,academic track,0,.75757575,1.245283,.94339621,0,.24528301,50,28,22,59,48,50,40.098148,0,7,6,-1,,7,1,2,0,98,48,146,85,62,35,126,289,81,131,146,146,97,1184,-.52684373,.31248704,female,female,182,0,4.8000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,4,0,0,0
214,52,9,191025_1015,academic track,1900,.60606062,.83756346,.5076142,1,.16243654,25,20,5,40,80,50,41.19709,0,5,8,3,,6,2,3,0,45,31,76,61,57,27,39,328,84,84,76,76,84,1063,-.10663472,.43423408,female,female,223,0,4.9000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
215,10,2,200303_1103,academic track,0,.91743118,1,.91743118,0,0,50,50,0,45,75,50,25.183863,1,6,9,3,10,,3,2,0,17,27,44,48,27,12,34,134,61,53,44,44,39,658,1.3946034,1.059021,female,female,203,0,4.8000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
216,29,5,200306_1158,vocational track,1200,.60606062,1.4732143,.89285713,0,.47321427,0,0,0,40,100,100,48.123016,1,7,11,4,10,,2,1,0,21,27,48,40,10,19,10,75,34,29,48,48,29,530,,,,,,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
217,31,6,190411_1408,academic track,1000,.51813471,1.7232143,.89285713,0,.72321427,25,20,5,54,80,20,23.366402,1,5,10,5,8,,2,2,0,45,94,139,94,35,41,198,289,308,164,139,139,76,1538,-.12852877,.12254334,female,female,211,0,4.8000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,0,0,0
218,20,3,200224_0748,academic track,1300,.89285713,1.0566038,.94339621,0,.056603789,50,25,25,30,50,50,50,0,8,7,-1,,6,2,2,0,45,23,68,83,60,38,76,163,77,127,68,68,98,945,-.95494366,-.63840318,female,female,186,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
219,37,6,190411_1457,academic track,1000,.62111801,1.219697,.75757575,0,.219697,50,10,40,24,50,40,39.846561,0,10,10,0,,9,2,2,0,71,43,114,94,42,45,64,164,98,81,114,114,87,956,.60119671,-.094819866,female,female,199,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
220,19,3,200224_0949,academic track,1900,.63291138,,,,,25,25,0,15,50,40,23.333334,0,4,6,2,,7,3,3,0,16,32,48,47,23,21,22,132,19,36,48,48,44,614,-1.6069841,-.067751557,female,female,180,0,4.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,5,0,0,0
221,15,3,200224_0844,academic track,0,.71942449,.99999994,.71942449,1,5.9604645e-08,50,0,50,27,56.299999,70,25.058201,1,7,7,0,9,,2,2,0,25,28,53,73,31,34,56,108,66,96,53,53,65,764,-.27800813,.76127476,female,female,204,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
222,46,8,191205_1150,academic track,800,.7352941,1,.7352941,0,0,25,25,0,21,10,40,19.645504,1,5,7,2,6,,2,2,0,39,63,102,86,35,27,63,185,141,90,102,102,62,980,-.34124503,.61410052,female,female,200,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
223,46,8,191205_1150,academic track,1500,.7352941,1,.7352941,0,0,25,50,-25,45,80,60,47.076721,0,6,7,1,,9,2,2,0,35,48,83,57,28,23,43,99,57,64,83,83,51,720,1.4615079,1.4383229,female,female,219,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
224,28,5,200306_1306,vocational track,1000,.52910054,1.1454545,.60606062,0,.14545453,50,25,25,25,40,40,33.333336,0,6,10,4,,7,3,3,0,19,20,39,59,20,34,35,77,44,59,39,39,54,604,-.5925259,-.66933805,female,female,221,0,4.6999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,5,0,0,0
225,42,7,190429_1233,vocational track,1000,.52910054,.63,.33333334,1,.37,50,50,0,4,50,40,66.666672,1,6,6,0,7,,2,3,0,27,38,65,90,25,25,42,84,43,74,65,65,50,700,-.85969877,-.89209139,female,female,193,0,4.0999999,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,4,0,0,0
226,5,2,200303_0850,academic track,1000,.63291138,.91329479,.5780347,1,.086705208,50,25,25,25,60,60,50,1,11,12,1,8,,2,1,0,7,10,17,27,19,8,11,63,54,42,17,17,27,504,.80791092,1.4185195,male,male,201,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
227,11,2,190318_0908,academic track,1900,.51813471,1.544,.80000001,0,.54400003,50,25,25,10,80,50,37.294975,0,10,9,-1,,9,1,2,0,22,15,37,42,31,30,25,313,67,67,37,37,61,876,.80791092,1.4185195,male,male,189,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
228,35,6,190411_1249,academic track,1600,.75757575,1.1785715,.89285713,0,.17857146,25,25,0,20,80,50,40.253971,1,10,10,0,15,,4,4,0,45,56,101,96,43,23,84,214,100,116,101,101,66,1035,-.3319096,-.53528768,female,female,224,0,4.3000002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,0,0,0
229,26,5,200306_1002,academic track,1600,.63291138,1.4107143,.89285713,0,.41071427,25,50,-25,20,40,30,41.974865,0,6,6,0,,6,2,3,0,36,32,68,66,49,22,52,167,54,79,68,68,71,788,-.36124957,-.36655277,male,male,211,0,4.1999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,0,0,0
230,35,6,190411_1249,academic track,200,.97087377,.53367877,.51813471,1,.46632123,50,0,50,27,50,50,47.187832,0,6,9,3,,10,4,3,0,52,33,85,62,45,14,35,109,56,80,85,85,59,765,-.13797559,1.4697257,male,male,220,1,4.5255127,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,0,0,0
231,7,2,200303_1004,academic track,1200,.97087377,.97169811,.94339621,1,.028301895,40,20,20,40,70,70,47.160053,1,11,12,1,15,,2,1,0,20,18,38,41,35,22,36,80,82,80,38,38,57,661,1.7542424,.62968481,male,male,198,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
232,21,3,200224_1134,academic track,0,.81967211,1.0252101,.84033614,0,.025210142,50,50,0,42,85,70,50,1,10,9,-1,11,,2,1,0,39,21,60,63,47,50,50,192,83,203,60,60,97,1002,2.220907,1.1540517,male,male,183,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
233,27,5,200306_0916,vocational track,1000,.68493152,1.020979,.69930071,0,.020979047,50,50,0,13,100,40,25.236774,1,2,6,4,6,,2,2,0,37,31,68,42,26,22,22,150,55,47,68,68,48,691,-.6985507,-1.1842132,female,female,227,0,4.5999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,0,0,0
234,48,8,191205_0944,academic track,500,.86206895,1.0357143,.89285713,0,.035714269,50,0,50,50,100,100,33.128307,1,7,6,-1,7,,3,3,1,35,26,61,68,35,41,47,224,56,39,61,61,76,817,.81346798,1.0646455,female,female,203,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
235,12,2,190318_1206,academic track,1500,.97087377,1,.97087377,0,0,25,7.5,17.5,30,100,100,19.28307,1,10,12,2,9,,1,1,0,29,23,52,108,172,59,71,124,47,115,52,52,231,991,1.9836292,1.8350831,male,male,182,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
236,9,2,190318_1102,academic track,6000,.97087377,.34333333,.33333334,1,.65666664,50,25,25,50,0,100,32.149471,1,12,15,3,15,,1,1,0,21,21,42,48,22,19,33,124,59,54,42,42,41,654,.88259548,.97570819,male,male,200,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,5,0,0,0
237,10,2,200303_1103,academic track,1300,.97087377,1,.97087377,0,0,50,50,0,50,100,100,48.687832,0,12,11,-1,,13,2,3,0,18,26,44,44,19,13,33,62,61,30,44,44,32,542,1.1961125,1.8967185,female,female,195,0,4.5999999,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,4,0,0,0
238,25,4,191129_0954,academic track,0,.75757575,1,.75757575,0,0,50,50,0,29,50,40,43.767197,1,6,6,0,6,,3,3,0,44,64,108,84,24,22,48,221,95,93,108,108,46,945,-.85314214,-.90509778,female,female,187,0,4.1999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,0,0,0
239,19,3,200224_0949,academic track,1000,.69930071,1.0833334,.75757575,0,.083333373,50,25,25,25,50,50,47.867725,0,6,5,-1,,7,2,2,0,24,37,61,54,33,23,41,107,51,83,61,61,56,694,-.2217728,-1.5783962,male,male,185,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
240,16,3,200224_1047,academic track,1000,.75757575,1.1785715,.89285713,0,.17857146,100,50,50,10,35,40,39.897488,1,6,8,2,8,,3,2,0,29,28,57,68,62,20,56,175,65,47,57,57,82,781,-.37536409,.37377051,male,male,200,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
241,13,2,200302_0905,academic track,0,.97087377,1,.97087377,0,0,37.5,25,12.5,25,20,40,84.563492,1,13,10,-3,9,,3,3,0,16,15,31,39,37,20,58,97,85,86,31,31,57,690,1.7246802,1.4425406,male,male,178,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
242,27,5,200306_0916,vocational track,1400,.7352941,1,.7352941,0,0,0,0,0,50,60,40,19.230158,1,7,10,3,9,,1,1,0,49,38,87,63,37,48,74,195,186,114,87,87,85,1041,.29957056,1.9670243,female,female,225,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
243,6,2,190318_1014,academic track,1700,.77519381,1.057377,.81967211,0,.057376981,48.450001,0,48.450001,30,10,0,3.3333335,1,13,11,-2,8,,1,2,0,38,26,64,52,25,14,39,73,77,77,64,64,39,719,1.6342144,.78763938,male,male,206,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.225564,4.3526883,4.5313177,1,1,1
244,50,9,191025_1101,academic track,1900,.63291138,.81865287,.51813471,1,.18134713,50,25,25,15,50,40,11.507936,0,7,6,-1,,9,2,2,0,49,61,110,76,37,20,120,180,111,114,110,110,57,994,.12619688,.72811323,female,female,205,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,0,0,0
245,20,3,200224_0748,academic track,1300,,,.77519381,,,45,45,0,39,80,50,48.212963,1,6,8,2,7,,2,2,0,41,51,92,81,36,26,67,203,82,69,92,92,62,915,-.41492885,.28682548,male,male,179,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
246,16,3,200224_1047,academic track,1700,.5780347,1.2097902,.69930071,0,.20979023,.050000001,0,.050000001,20,50,10,1.5291007,0,6,9,3,,9,2,3,0,29,27,56,93,37,21,20,49,30,42,56,56,58,605,-.82424653,-.32015049,female,female,194,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
247,6,2,190318_1014,academic track,1000,.91743118,.97321433,.89285713,1,.026785672,50,50,0,33,60,80,50,0,9,10,1,,12,2,2,0,35,23,58,37,22,16,39,67,69,44,58,58,38,583,1.8241478,.88407606,male,male,205,0,4.8000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
248,31,6,190411_1408,academic track,1100,.97087377,1,.97087377,0,0,10,10,0,24,85,80,38.309525,0,5,7,2,,9,3,2,0,49,49,98,81,30,25,80,159,117,104,98,98,55,939,.68299305,.4822762,female,female,214,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,1,1,1
249,37,6,190411_1457,academic track,800,.56497175,.87623763,.49504951,1,.12376237,50,45,5,47,70,50,46.187828,0,8,10,2,,8,2,2,0,61,31,92,57,25,31,60,146,111,107,92,92,56,878,-.48238909,-.33667284,female,female,201,0,4.6999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,5,0,0,0
250,17,3,200224_1231,academic track,1100,.60606062,.97633135,.59171599,1,.023668647,50,12.5,37.5,50,50,10,33.333336,1,2,5,3,7,,4,2,0,45,34,79,54,31,20,34,84,98,45,79,79,51,691,-.016503109,.61480355,male,male,195,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
251,48,8,191205_0944,academic track,1000,.75757575,.94964027,.71942449,1,.050359726,50,25,25,39,100,70,52.095242,1,6,7,1,5,,3,2,1,21,32,53,92,65,47,71,197,86,136,53,53,112,1088,.68554908,-.30937082,male,male,210,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0
252,35,6,190411_1249,academic track,400,.89285713,1,.89285713,0,0,35,25,10,35,60,70,42.420635,0,8,11,3,,12,4,2,0,50,24,74,94,44,20,111,213,110,138,74,74,64,1055,.29834822,.42954698,female,female,227,0,4.5999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,0,0,0
253,16,3,200224_1047,academic track,1400,.69930071,1.2767857,.89285713,0,.27678573,50,50,0,10,50,50,31.666666,1,5,6,1,8,,3,2,0,23,47,70,75,46,25,46,123,68,94,70,70,71,797,-.17698458,.53184193,female,female,205,0,4.9000001,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,5,0,0,0
254,5,2,200303_0850,academic track,1500,.66666669,1.048951,.69930071,0,.04895103,50,30,20,35,60,70,56.238098,0,7,8,1,,4,2,1,0,10,5,15,39,17,9,34,87,63,53,15,15,26,564,.20477061,1.2336148,male,male,194,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
255,11,2,190318_0908,academic track,1500,.69930071,1.0833334,.75757575,0,.083333373,50,37.5,12.5,35,50,60,52.978836,0,4,7,3,,6,3,3,0,22,25,47,57,27,28,52,135,80,60,47,47,55,720,.20477061,1.2336148,male,male,182,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
256,47,8,191205_1049,academic track,1500,.7352941,.78612721,.5780347,1,.21387279,15,0,15,26,45,40,23.255291,1,4,9,5,11,,2,1,0,40,48,88,59,45,19,60,189,135,85,88,88,64,927,.66487795,.60695237,female,female,220,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
