studid;classid;schoolid;delta;delta_now;beta;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;comp;pca_socpref_interact;pca_timepref;pca_socpref_nointeract;pca_riskpref;math;read;age;kmeans_cluster;hierarchical_cluster;gpa_i;female;pared_d3
407;50;9;0,81967211;0,81967211;1;50;50;30;60;60;50,3545;1;0,014335564;0,095428855;1,274830117;-0,2985388;-0,11497001;1,0150799;206;2;2;4,5;female;1
408;53;9;0,69930071;0,80000001;1,1439999;50;0;20;60;60;49,243389;1;0,832145563;-0,238690694;-0,539212822;-0,839268982;-1,5170741;-1,1680427;185;1;1;4,5255127;male;0
409;7;2;0,69930071;0,51813471;0,74093264;0;0;99;100;100;25,906086;0;0,684660806;-0,741237492;-1,099497611;2,78913846;0,58963823;0,28272396;198;5;4;4,9000001;male;1
410;44;7;0,69930071;0,75757575;1,0833334;50;50;10;55;20;37,763229;1;-0,915303835;0,421143329;0,744673468;-1,59184642;0,18865581;-0,56165224;203;1;1;5;male;0
412;34;6;0,71942449;0,7352941;1,0220588;25;25;40;75;70;50,476192;1;0,847686696;-0,246703801;-0,796731153;0,064347043;0,72244698;0,65101111;220;5;1;4,5999999;male;1
413;14;2;0,69930071;0,69930071;1;50;0;20;45;40;33,333336;1;-0,512147934;-0,763743134;-0,791120796;-0,838753372;1,0885317;0,93610221;185;4;5;4,5;female;1
414;51;9;0,80000001;0,75757575;0,94696969;50;0;35;100;50;50;1;1,218020875;0,088137338;-0,405216028;-0,311382096;0,31179559;-0,57020652;198;5;3;4;male;1
415;12;2;0,75757575;0,7352941;0,97058827;5;0;50;25;10;14,427249;0;-1,756858524;-0,890852393;-0,892717557;0,729322314;1,9876304;0,58761841;189;4;1;5;male;1
416;8;2;0,69930071;0,69930071;1;25;10;50;30;30;27,777779;0;-1,336176943;-1,562140632;0,175824476;0,068111027;1,9876304;0,58761841;201;3;5;5;male;1
417;11;2;0,81967211;0,69930071;0,85314685;25;25;35;50;40;44,248676;0;-0,245576839;0,173459947;-0,943055478;-0,079732871;-0,47927728;-0,03939525;190;4;1;4,9000001;female;1
418;5;2;0,77519381;0,77519381;1;25;0;30;20;40;41,887566;0;-0,774094259;0,541150944;-0,885137327;-0,748985512;-0,47927728;-0,03939525;202;4;3;4,9000001;female;1
420;17;3;0,89285713;0,89285713;1;12,5;0;40;55;30;55,925922;1;0,041658916;1,059862268;-1,154897922;-0,217196743;-1,5377458;-0,67004108;195;1;1;3,7;male;1
421;4;1;0,69930071;0,63291138;0,90506327;0;0;23;50;10;33,333336;1;-0,737974389;-0,311313113;-1,705407943;-0,555468217;-0,80068523;-0,69324219;212;4;1;4,8000002;male;1
422;23;4;0,47619048;0,33333334;0,69999999;50;32,5;18;50;70;25,242594;0;0,724916722;-2,053856802;0,50358642;0,140581608;-1,8959403;-1,9942567;191;3;5;3,4000001;female;0
423;39;6;0,52910054;0,33333334;0,63;50;50;20;50;60;50,132275;1;-0,28081019;-1,879254297;0,899769353;-0,398845715;-0,48483434;1,0838627;199;3;2;4,5255127;female;1
424;29;5;0,55248618;0,59171599;1,0710059;25;20;76;70;60;46,952381;1;0,042374755;-1,450809506;-0,464039006;2,096325116;-0,089853369;0,61972505;232;3;1;4;male;0
425;52;9;0,75757575;0,91743118;1,2110091;50;2,5;15;60;50;22,610582;1;-0,157365956;0,407299162;-0,248569703;-0,913406095;-1,1053118;-1,3524793;220;1;1;4,8000002;female;1
426;46;8;0,75757575;0,69930071;0,92307693;0;0;40;0;0;0;1;-2,798965064;0,203963889;-1,25422271;0,546052148;1,4190536;0,86966294;226;4;1;4,5999999;male;0
427;26;5;0,75757575;0,81967211;1,0819672;50;35;50;50;50;50;1;-0,257213763;0,318907903;0,371872801;1,008567622;-0,28512108;0,1699999;198;1;3;4,8000002;male;1
428;2;1;0,5780347;0,5780347;1;50;0;37;50;50;50;1;0,145245626;-1,152439681;-0,167334256;0,706739576;0,16720673;0,21675338;201;3;2;4,8000002;female;0
429;28;5;0,5780347;0,75757575;1,310606;50;25;65;50;50;45,619045;1;0,018370021;-0,143304422;0,342459473;1,197235713;-1,1454322;-0,79565465;228;5;3;4,5255127;male;0
430;25;4;0,52910054;0,5780347;1,0924855;50;25;45;40;60;38,055557;0;-0,176253034;-1,195589802;0,34832482;1,24554804;-0,38080975;0,2394858;188;3;5;4,8000002;female;1
431;7;2;0,81967211;0,81967211;1;40;40;40;0;80;50,5;0;-0,746178404;0,45076124;1,431756777;-0,29740603;0,68388236;0,92895472;201;1;2;4,8000002;male;1
432;33;6;0,77519381;0,86206895;1,1120689;50;25;13;100;50;52,132271;0;0,752390784;0,310821414;-0,885711443;-1,16667163;1,2624612;1,1962348;226;1;1;4,1999998;female;0
433;18;3;0,89285713;0,7352941;0,82352942;50;50;30;80;80;56,851852;1;1,545538197;0,592643988;0,914776402;-0,551707228;-0,37736437;0,74510425;201;2;2;3,8;female;0
434;24;4;0,81967211;0,89285713;1,0892857;50;50;9;50;50;52,818783;0;0,862406064;0,58292749;0,893419522;-1,530673206;-0,65387326;0,13672213;189;2;2;4,3000002;female;0
435;8;2;0,97087377;0,97087377;1;0;0;50;100;100;17,718254;1;0,508470912;0,961947558;-1,155220808;0,483320596;2,0933216;1,7184925;199;5;3;4,6999998;male;1
436;40;6;0,49504951;0,68493152;1,3835616;25;10;20;49;20;46,604496;1;-0,259427641;-0,930854955;-1,444599406;-1,331295653;0,5412938;0,60718673;198;4;1;4;male;1
437;44;7;0,63291138;0,63291138;1;50;25;20;75;50;47,678574;1;0,615589833;-0,581957474;-0,105202515;-0,877262068;-0,34380105;0,50219637;199;3;1;4,0999999;male;0
438;15;3;0,81967211;0,80000001;0,97600001;25;25;25;60;40;44,095238;1;0,153879586;0,621808923;-0,801978197;-0,710622844;-0,26722759;-0,30327758;188;1;1;3,2;female;1
439;5;2;0,63291138;0,46511629;0,73488373;40;0;25;50;30;28,931219;0;-0,660551044;-1,073169162;-0,608585415;-0,760917865;0,11019347;1,4787488;199;3;5;4,9000001;female;1
440;7;2;0,97087377;0,97087377;1;50;50;40;50;70;29,298943;0;-0,696002938;1,272363074;1,646256217;-0,10542125;0,82980496;0,78529578;187;1;2;5;female;1
441;22;4;0,7352941;0,71942449;0,97841728;25;7,5;22;30,1;30;31,65344;1;-0,915148886;0,269991863;-1,733992529;-0,175734252;-2,1647804;-2,0190983;191;4;1;4,5255127;female;0
442;17;3;0,77519381;0,81967211;1,057377;50;25;18;80;50;28,366402;0;0,113622609;0,161525402;0,61581045;-0,462113261;0,22855414;0,97746617;199;1;3;5;female;0
443;15;3;0,69930071;0,5076142;0,72588831;50;25;29;50;40;40,620373;1;-0,338771985;-1,237272493;0,08808205;-0,289040493;-0,26611668;-0,45701313;198;3;3;4,5999999;female;0
444;10;2;0,81967211;0,81967211;1;25;2,5;11;100;50;33,333336;0;0,837103009;-0,034599143;-1,399669536;-1,723485353;1,3484815;1,8591049;202;4;1;5;female;1
445;44;7;0,71942449;0,71942449;0,99999994;50;50;42;50;50;10,656747;1;-1,51112436;0,319187316;1,015717192;1,104808304;-0,26878348;-0,88177979;188;1;3;3,5999999;female;0
448;4;1;0,55248618;0,62111801;1,1242236;0,25;0;56;50;50;33,333336;1;-0,294405243;-0,931131974;-1,532738324;1,449784755;-1,1453209;-0,32905599;216;4;1;3,9000001;male;0
449;46;8;0,66666669;0,49504951;0,74257421;25;25;25;75;60;50;1;1,194712027;-0,881101496;-0,301247555;-0,620958301;-0,31912878;-0,35917091;222;3;1;5;male;0
450;36;6;0,69930071;0,97087377;1,3883495;50;50;48;50;30;49,576721;1;-0,984797325;0,624531993;0,730059027;0,283771001;-0,31312737;0,60507751;218;1;1;5;female;0
451;23;4;0,7352941;0,68493152;0,93150687;50;50;40;50;50;44,429893;1;0,556050886;1,04190469;0,949937953;1,029417072;-0,66509819;-1,2206551;197;2;3;4,4000001;female;0
452;48;8;0,49504951;0,49504951;1;50;0;50;30;100;33,333336;1;-0,716507499;-1,922179903;0,078977244;1,29418511;-0,029506104;0,15722787;207;3;5;4,5255127;male;1
453;32;6;0,68493152;0,68493152;1;50;12,5;23;50;40;22,260582;0;-1,003800973;-0,383261506;0,053150338;-0,101872636;-0,91460097;-0,54747409;214;3;1;4,5;female;0
454;33;6;0,75757575;0,7352941;0,97058827;50;50;50;100;100;50;1;1,061083331;-0,456386198;-0,01554785;0,736980497;0,18910079;0,44618618;216;5;4;4;male;1
455;9;2;0,89285713;0,89285713;1;50;50;27;100;100;50;1;1,471488772;0,461731125;0,965085202;-0,226872822;0,71766788;0,37459108;218;2;2;4,5255127;male;1
456;3;1;0,97087377;0,97087377;1;50;25;30;50;50;50,476192;0;0,02089567;1,738179995;0,40250183;-0,170635598;-1,2720175;-1,1366391;223;1;3;3,5999999;male;1
457;50;9;0,77519381;0,69930071;0,90209788;25;25;10;30;100;37,485451;1;0,207464885;-0,747288398;-0,134756636;-0,768265296;0,97339427;0,94899172;205;3;5;5;female;0
458;34;6;0,97087377;0,33333334;0,34333333;25;25;45;65;60;47,576721;1;0,317174265;-0,331229971;-0,705944394;0,675119786;1,5128527;1,5069882;216;5;1;5;male;1
459;29;5;0,66666669;0,66666669;1;0;0;50;100;50;50;1;1,17657792;-0,587736234;-2,219114309;0,519230421;0,26734093;-0,78698355;237;5;1;4,5;male;0
460;34;6;0,75757575;0,84033614;1,1092438;50;50;30;50;50;13,187832;0;-1,078955379;0,305742635;0,825964554;-0,112681205;-0,004166665;-0,60864007;226;1;1;4,8000002;female;1
461;16;3;0,77519381;0,75757575;0,97727269;25;15;57;70;40;39,763226;1;0,73143293;-0,075798212;-1,233531572;1,459937967;-0,090186954;-0,035411216;195;5;1;4,5;female;0
462;19;3;0,52910054;0,5780347;1,0924855;50;50;50;70;50;39,763226;1;0,219324421;-1,142128518;1,331189921;2,126715687;-0,40092573;0,001031287;189;3;4;4,1999998;male;0
463;16;3;0,75757575;0,86206895;1,137931;50;35;20;70;60;40,263226;1;1,124027869;0,330387266;0,197060873;-0,458184525;-0,66231996;-0,59891468;198;2;2;4,6999998;female;1
464;15;3;0,80000001;0,89285713;1,1160715;50;50;48;100;100;41,029102;0;1,794112914;0,727330219;0,539182689;1,010567738;-0,014391437;-0,15036134;191;2;2;4,5255127;female;0
465;38;6;0,7352941;0,49504951;0,67326736;50;50;50;80;50;24,153704;1;-0,658612475;-0,61407292;1,3339154;1,040450925;-0,39681378;-1,3183804;194;3;4;4,5999999;female;1
466;46;8;0,97087377;0,97087377;1;50;40;40;100;100;55;1;2,0923796;1,43842294;0,800889005;0,326271795;0,68254864;0,34998381;218;2;2;4,5;male;1
467;18;3;0,63291138;0,75757575;1,1969697;0;25;7;100;50;31,514553;0;0,887478627;-0,123733409;-1,397247919;-1,421835049;-1,111869;-1,3830624;207;4;1;4,5255127;female;0
468;30;5;0,60606062;0,7352941;1,2132353;50;25;18;50;40;19,31217;1;-1,004770575;-0,797663436;0,011583421;-0,883669304;-0,54407007;-0,29038808;195;3;1;4,5;female;1
469;4;1;0,7352941;0,75757575;1,030303;50;0;15;20;50;32,771164;1;-1,223841403;0,159930958;0,143804988;-0,585639155;-0,58985841;-1,5353924;224;1;1;4,3000002;male;0
470;42;7;0,52910054;0,33333334;0,63;25;0;61;100;70;40,771164;1;1,733031807;-1,837705071;-3,026073933;1,943321834;0,57952482;0,29385614;203;5;1;4,0999999;male;1
472;25;4;0,60606062;0,63291138;1,0443038;50;40;28;70;40;53,252647;0;0,483245996;-0,480214109;0,608184828;-0,366983181;-0,36836255;0,72799635;190;3;2;4;female;0
473;3;1;0,75757575;0,81967211;1,0819672;35;25;10;50;60;45,243385;1;0,301233237;0,314974157;-0,075222723;-1,02314856;-0,34702426;-0,71820068;220;1;2;4,5999999;female;0
474;36;6;0,63291138;0,69930071;1,1048951;25;25;28;50;60;57,22884;1;0,314135798;-0,439497417;-0,66654394;-0,875457312;0,80924463;0,53863823;224;3;1;4,8000002;female;1
475;28;5;0,97087377;0,97087377;1;50;0;34;95;100;47,914021;1;2,58359615;2,183875658;-0,916803489;-0,072506366;-0,39992559;-0,083218977;224;5;4;4,5999999;female;0
476;52;9;0,97087377;0,97087377;1;0;10;65;10;10;0;1;-2,222608754;1,61480398;-1,151784722;1,547821364;0,63398206;-0,097280271;219;4;1;4,5255127;male;1
477;13;2;0,94339621;0,91743118;0,97247708;51,450001;1,45;29;100;90;35,119049;0;0,755691933;0,524618311;-0,238032288;-0,612449766;1,2386782;0,20526999;189;1;1;4;male;1
478;48;8;0,52910054;0,97087377;1,8349514;50;50;50;80;50;35,370369;1;-0,73879063;-0,018271401;1,076799956;0,529479757;-1,3062474;-0,37967664;207;1;2;4,6999998;female;1
479;37;6;0,81967211;0,81967211;1;25;15;30;25;20;17,494444;0;-2,253705601;1,086978799;-1,053243945;0,130472032;-0,48105538;0,45520851;207;4;1;5;female;1
480;17;3;0,71942449;0,80000001;1,112;0;0;50;80;50;45,285053;1;0,893797126;-0,167661922;-1,653463123;0,430080231;0,53729266;0,53453732;196;5;1;4,8000002;male;1
481;10;2;0,89285713;0,63291138;0,70886075;75;100;35;20;40;36,291008;1;-1,620222805;-0,597711604;3,003884743;-0,213426597;-0,4788329;0,41572005;192;3;2;4,9000001;female;1
482;53;9;0,60606062;0,7352941;1,2132353;20;30;29;35;40;49,894974;1;-0,113967425;-0,797851989;-0,64334747;-0,413567276;0,86114579;-0,15047882;179;3;1;4,8000002;male;0
483;45;7;0,33333334;0,5076142;1,5228426;50;25;29;60;50;17,222223;0;-0,990228854;-1,889618745;0,031562935;0,058501611;-0,82480234;0,034777757;199;3;5;4,6999998;female;0
484;20;3;0,51813471;0,47619048;0,91904759;25;50;40;70;50;38,236774;1;0,110614575;-1,681697694;-0,284195499;1,194556215;0,026618434;-0,75569749;177;3;1;4;female;0
485;18;3;0,86206895;0,5780347;0,67052025;50;50;10;50;50;36,666668;1;-0,560194943;-0,086262282;1,18233394;-1,014267249;0,24011263;0,15500118;207;1;3;4,5;male;1
486;26;5;0,49504951;0,94339621;1,9056604;50;50;30;20;50;50;0;-1,001556826;-0,296404465;1,089190002;-0,161689469;-0,71844387;-0,69359344;206;1;1;4,0999999;female;0
487;19;3;0,5076142;0,52910054;1,0423281;50;25;15;80;50;33,333336;0;0,767578216;-1,331959589;-0,086387908;-0,494574946;0,35336122;0,89497328;188;3;2;5;female;0
488;25;4;0,55248618;0,54054052;0,97837842;35;25;5;40;60;61,764549;0;0,98813289;-1,276019746;-0,592029389;-1,617725752;-1,0090673;-0,70929521;192;3;1;3,5999999;male;1
489;33;6;0,80000001;0,80000001;1;50;25;50;100;100;100;1;2,294531604;0,041392695;-0,809347316;0,055281953;1,4118297;0,40447101;226;5;4;4,6999998;male;0
490;47;8;0,69930071;0,77519381;1,1085271;40;22,5;33;37;30;31,895504;0;-0,775392421;-0,147755884;0,258273286;-0,442494809;-0,20688032;0,83040881;216;1;3;5;female;0
491;9;2;0,97087377;0,97087377;1;75;50;15;40;90;71,207672;1;0,734431276;0,984202988;2,169942338;-1,148671444;1,2050035;1,6382263;200;2;2;5;female;1
492;50;9;0,77519381;0,75757575;0,97727269;25;0;29;100;70;32,222221;1;0,847140266;-0,459227784;-1,331545463;-0,067104731;-0,140976;0,18816271;200;5;1;4,5999999;male;1
493;5;2;0,81967211;0,84033614;1,0252101;22,5;16;31;15;50;31,472223;0;-1,082418309;0,930851341;-0,406899853;-0,464870224;0,03951003;0,60788977;188;1;3;4,5255127;female;1
494;11;2;0,91743118;0,97087377;1,0582525;40;15;38;75;50;44,665344;1;0,529533244;1,932499493;-0,994642533;-0,057536375;0,03951003;0,60788977;176;5;3;4,5255127;female;1
496;36;6;0,86206895;0,89285713;1,0357143;50;50;30;45;70;56,603176;1;-0,048861993;0,970196103;0,823231356;-0,559528372;0,45983043;0,76537561;225;1;3;4,9000001;male;0
497;26;5;0,7352941;0,80000001;1,0880001;50;0;20;50;40;11,216931;1;-1,38476344;0,237231916;-0,592939366;0,069271078;-1,4249415;-0,73261321;198;4;1;3,8;female;0
498;3;1;0,89285713;0,89285713;1;50;0;25;50;50;39,239418;1;-0,020289808;1,147677365;-0,639255836;-0,295628056;1,2177844;1,0060568;220;1;3;5;male;1
499;29;5;0,71942449;0,75757575;1,0530303;50;50;23;80;50;41,563492;1;-0,238370909;0,065332802;0,999142552;-0,508662538;-0,18654218;-0,28675523;235;1;2;3,9000001;female;0
500;2;1;0,5780347;0,63291138;1,0949367;25;15;37;90;60;44,932537;1;1,127900704;-0,895864797;-1,219093845;0,819535185;-1,4646177;-2,3328977;206;5;1;4,4000001;male;0
501;14;2;0,97087377;0,97087377;1;50;50;99;100;100;66,666672;1;1,275468011;1,565446513;0,298752141;1,888241623;1,41383;1,1749092;188;5;3;5;female;1
502;10;2;0,69930071;0,81967211;1,1721312;65;70;19;90;80;43,53968;0;0,799524199;-0,641995454;1,53936533;-1,213933206;-0,707219;-0,44447544;198;2;2;5;male;1
503;30;5;0,7352941;0,75757575;1,030303;25;25;50;100;100;43,087299;1;2,168132281;-0,373171458;-1,190474811;1,459191774;-0,16153632;-0,71913815;196;5;1;4,5255127;male;0
504;19;3;0,91743118;0,97087377;1,0582525;50;25;15;67;70;43,818783;1;1,255580784;1,50179644;0,051017726;-0,501076795;-0,17754035;0,007358869;180;2;3;4,5;female;1
505;14;2;0,60606062;0,7352941;1,2132353;25;17,5;35;19,299999;20;20,722221;0;-1,464057171;-0,950414476;-1,122501988;-0,298899811;0,028285123;0,73069113;184;4;1;4,5255127;female;0
506;15;3;0,97087377;0,97087377;1;0;0;35;28;40;40,010319;1;-0,673390942;2,221173057;-1,986614183;-0,167310665;-0,81068778;-0,083218977;193;4;1;4,5255127;male;0
507;20;3;0,69930071;0,7352941;1,0514705;100;75;30;90;100;66,666672;0;1,651731933;0,038179081;3,123646436;0,557263107;0,84025192;1,0829252;184;2;2;4,5255127;male;0
508;27;5;0,94339621;0,94339621;1;50;25;63;60;80;39,239418;1;0,198979975;0,98319178;0,16249039;1,752799189;0,24255727;-0,5774709;214;5;3;4,5255127;male;0
509;24;4;0,81967211;0,97087377;1,184466;5;5;20;0;10;6,2632279;0;-2,260480879;1,028210233;-2,229992317;-0,64209346;-0,96939117;-1,278072;193;4;1;2,7;female;0
510;49;8;0,59171599;0,49504951;0,83663362;75;0;50;70;90;48,271164;0;0,738083964;-1,468272818;0,837603524;0,810127173;-0,23233055;-0,28148258;225;3;2;5;female;1
511;10;2;0,66666669;0,56497175;0,84745759;0;10;50;100;100;3,3333335;1;0,533703978;-1,902057708;-1,671738969;1,214435137;0,7373395;0,65358901;199;3;5;4,5255127;male;0
512;5;2;0,5780347;0,68493152;1,1849315;50;50;60;30;40;33,333336;1;-1,325838269;-0,544147066;1,404991067;0,660158018;0,6644336;1,074371;202;3;3;4,6999998;female;1
514;10;2;0,97087377;0,97087377;1;25;25;99;50;100;14,552911;1;-0,621261601;1,260519428;-0,238446033;3,330070121;0,24844791;0,87458438;200;5;3;4,8000002;male;0
515;46;8;0,66666669;0,62111801;0,93167698;25;50;31;50;50;33,333336;1;-0,266935963;-0,464338764;0,696976802;-0,071164146;-0,28678778;-0,20754392;215;3;3;4,8000002;female;0
516;30;5;0,97087377;0,97087377;1;50;50;30;50;50;50;0;-0,227806363;1,491958828;0,573979011;-0,433146254;0,84025192;0,31811154;204;1;3;5;female;0
517;40;6;0,89285713;0,89285713;1;40;50;35;55;70;33,333336;0;-0,026374458;1,920137378;0,595393934;0,71449215;-0,7621206;-0,28839573;189;1;2;4,8000002;female;1
518;22;4;0,84033614;0,97087377;1,1553398;50;20;65;97,300003;60;41,726189;1;1,17764353;1,537168836;-0,348986791;2,167196863;-1,7162316;-1,0356328;201;5;3;4;female;0
519;8;2;0,81967211;0,81967211;1;0;0;25;20;0;33,333336;0;-1,397938628;-0,345881802;-0,857056582;-1,94267089;0,6283136;0,42931262;202;4;1;4,5255127;male;0
520;49;8;0,89285713;0,89285713;1;25;0;5;100;100;50;1;1,74247813;1,499953814;-0,817810259;-1,374813145;-0,85492027;-0,3062067;222;2;3;4,6999998;male;1
521;41;7;0,56497175;0,86206895;1,5258621;50;25;50;50;50;39,785053;0;-0,310341555;0,122722217;0,367626974;1,431801153;-1,4636176;-0,7077716;204;5;3;4,5255127;female;0
522;18;3;0,71942449;0,69930071;0,97202796;10;25;20;25;40;42,702381;0;-0,70894148;-0,025885784;-0,459018418;-1,034694705;1,2980254;1,1773696;203;4;3;4,5255127;female;0
523;7;2;0,66666669;0,49504951;0,74257421;25;0;50;1,5;50;49,444443;0;-0,756416456;-0,812739517;-0,04244934;0,013994172;0,97872853;1,0046507;198;3;5;4,8000002;female;1
524;49;8;0,80000001;0,5076142;0,63451773;25;15;34;10;40;33,333336;0;-1,122077886;-0,396904332;0,249814915;0,156613952;0,44049242;0,58468926;208;3;3;4,9000001;female;0
525;46;8;0,5076142;0,5780347;1,1387284;40;25;14;56;40;46,002644;1;0,348416441;-1,108308579;0,271382644;-1,39813813;-0,41781849;-0,078766234;220;3;1;5;female;0
526;2;1;0,81967211;0,81967211;1;50;50;33;100;90;42,365082;1;1,222145169;1,002606503;1,176317913;0,944996644;0,22766478;1,067809;207;2;2;4,5255127;female;0
527;46;8;0,97087377;0,97087377;1;0;50;69;100;0;0;0;-1,140993846;1,606973718;-0,545484781;2,014135573;0,65609831;1,0232823;222;4;3;5;male;1
528;12;2;0,94339621;0,89285713;0,9464286;50;0;40;0;50;43,873016;0;-1,325606904;0,530424473;0,319498443;-0,045180515;1,6138762;1,0034789;193;1;3;4,9000001;male;1
529;8;2;0,94339621;0,94339621;1;0;50;50;50;100;21,642859;1;-0,618220221;0,718745331;0,721771714;0,574479824;1,6138762;1,0034789;205;1;3;4,9000001;male;1
530;9;2;0,97087377;0,49504951;0,50990099;25;0;49;75;50;45,92857;0;0,64497079;-0,284995003;-1,502734904;0,680283327;1,0424104;0,099928416;195;5;1;4,0999999;male;1
531;2;1;0,69930071;0,63291138;0,90506327;37,5;0;45;40;20;46,440475;1;-0,736118226;-0,287758809;-0,784953017;1,159635704;-1,3941565;-1,4250113;205;4;3;3,9000001;male;0
532;21;3;0,80000001;0,89285713;1,1160715;25;50;40;45;30;33;1;-1,056633153;0,927807087;-0,337927095;0,326254316;-0,77390128;-0,86994451;191;4;3;4,1999998;male;0
533;19;3;0,54054052;0,54054052;1;25;25;27;70;50;16,666668;1;-0,052384422;-1,127946506;-1,22633962;0,803448266;-0,61186391;-0,60090637;189;4;1;4,8000002;female;0
534;52;9;0,54054052;0,75757575;1,4015152;50;50;29;60;90;20;0;-0,052876631;-1,234552756;1,459863759;0,169490489;-1,0037324;-0,15083005;214;3;2;4,9000001;female;0
535;26;5;0,68493152;0,7352941;1,0735294;50;50;35;70;60;49,030422;0;0,428144142;-0,292675252;0,622162481;0,386906384;-0,71588784;-0,70425689;204;2;2;4,5255127;male;0
536;24;4;0,7352941;0,75757575;1,030303;50;50;30;100;50;48,271164;0;1,671651386;-0,153551201;0,545496026;-0,161297892;-1,1603248;-1,4555949;193;2;2;4;female;0
537;41;7;0,75757575;0,59171599;0,78106511;50;25;22;70;50;50;0;0,900104046;-0,021604579;0,031743849;-0,405671034;0,15675978;-0,35975647;192;2;3;4,5;male;0
538;48;8;0,49504951;0,97087377;1,9611651;50;50;5;50;70;49,875;1;-0,131773629;-0,12881361;1,242052251;-2,263141639;-0,25122419;0,15734473;219;1;2;4,5255127;female;0
539;52;9;0,69930071;0,71942449;1,028777;25;22,5;50;45;50;30,514549;0;-0,341820157;-0,689693732;-0,179353238;0,748670888;-0,28867728;0,56687832;218;3;3;4,4000001;female;1
540;20;3;0,7352941;0,75757575;1,030303;50;25;5;50;50;18,333334;0;-0,818650303;0,510973397;-0,141961169;-0,823563258;0,60686457;-0,98993361;185;1;1;4,1999998;female;0
541;23;4;0,56497175;0,7352941;1,3014706;25;22,5;25;70;50;38,706085;0;1,502437706;0,388578315;-1,373920863;-0,269133792;-1,3538138;-1,2607297;197;5;1;4,3000002;female;0
542;36;6;0,66666669;0,49504951;0,74257421;35;5;41;66,599998;70;50;0;0,483663388;-0,960129987;-1,0489338;0,331431262;0,75834417;0,23503307;220;3;1;4,8000002;female;0
543;43;7;0,89285713;0,89285713;1;50;50;30;50;40;39,160053;0;-0,30505608;1,750802216;1,156032376;0,642967551;0,289235;-0,88681811;200;1;3;4,1999998;female;0
544;42;7;0,68493152;0,68493152;1;50;25;49;80;50;36,267197;1;0,063918221;-0,240957004;-0,14376683;1,151510187;-2,0607564;-1,9954284;211;5;5;2,8;female;0
545;3;1;0,64935064;0,49504951;0,76237625;25;10;15;10;10;42,014549;1;-1,72938563;-1,179910491;-0,700158669;-1,072651863;-1,8971626;-1,7015487;210;4;1;3,3;male;0
546;8;2;0,94339621;0,94339621;1;50;50;50;100;100;66,666672;0;1,287288988;0,612471441;1,586046694;-0,128948521;1,9868524;0,52293706;200;2;2;5;male;1
547;12;2;0,89285713;0,71942449;0,80575538;60;60;25;100;100;66,666672;0;1,202628103;-0,500026593;1,216741788;-1,031889153;1,9868524;0,52293706;188;2;2;5;male;1
548;37;6;0,69930071;0,80000001;1,1439999;50;50;25;50;50;32,296295;1;-0,277219274;0,257804967;1,084674114;-0,080696317;0,3879247;-0,03669985;202;1;2;4,5255127;female;0
549;13;2;0,86206895;0,89285713;1,0357143;0,5;0,25;49;100;50;19,78021;1;0,094916251;0,166025782;-1,588677022;0,440235388;2,1109924;1,2161551;190;4;1;5;male;1
550;19;3;0,55248618;0,71942449;1,3021582;40;40;16;50;60;42,929893;0;0,514764495;-0,524770267;0,456877858;-0,511131384;0,090521872;0,26432741;194;3;1;4,5999999;female;0
551;38;6;0,5076142;0,56497175;1,1129944;25;0;32;100;50;29,11574;0;0,762371176;-1,211480917;-1,897897669;-0,369975261;-0,93449414;0,077312849;195;4;1;4,1999998;female;1
552;43;7;0,59171599;0,7352941;1,2426471;30;25;34;90;50;33,333336;1;1,88894611;-0,057668146;-0,915437471;1,107525294;-1,1487663;-0,73179328;211;5;3;4,0999999;female;0
553;42;7;0,68493152;0,69930071;1,020979;25;25;10;50;50;32,046299;1;-0,443130292;-0,071274979;-1,744770508;-0,954770268;-1,7762458;-1,9098896;204;4;1;3;male;0
554;52;9;0,97087377;0,97087377;1;25;25;47;80;70;33,333336;1;0,502745815;1,487719143;-0,336473141;0,646376841;-0,34569055;-0,11684922;213;5;3;4,3000002;female;0
555;13;2;0,89285713;0,97087377;1,0873786;50;25;1;50;70;29,517197;1;-0,790536115;0,695407653;0,751490915;-2,307172577;1,4760668;1,9520262;183;1;1;5;male;0
556;6;2;0,89285713;0,91743118;1,0275229;37,5;0;25;100;50;50;0;1,38275047;1,00192116;-1,101029544;-1,018612904;0,60319698;0,81716806;201;5;1;4,4000001;male;1
557;12;2;0,60606062;0,51813471;0,85492224;35;10;34;100;100;25,087303;1;0,734333963;-2,567696329;-0,292635599;0,010928402;1,7646893;1,5546792;182;3;5;4,5255127;male;0
558;8;2;0,75757575;0,75757575;1;25;0;44;62,200001;70;24,300266;0;-0,323481368;-1,043864717;-0,285792703;-0,087843189;1,7646893;1,5546792;194;3;3;4,5255127;male;0
559;22;4;0,63291138;0,5780347;0,91329479;50;45;20;40;50;36,07037;1;-0,634186232;-0,823166217;1,252433557;-0,029761941;-2,296144;-0,52661651;199;3;2;4,3000002;female;1
560;7;2;0,69930071;0,77519381;1,1085271;50;50;25;75;80;29,517197;0;-0,054179307;-0,040337506;1,516822404;-0,776996817;1,2516812;1,9867101;197;2;2;5;female;1
561;16;3;0,60606062;0,81967211;1,352459;50;50;10;65;50;46,604496;0;0,939418146;-0,469498196;0,694687072;-1,308019597;0,67821455;-1,1102746;194;2;2;4,5255127;female;0
