studid;classid;schoolid;delta;delta_now;beta;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;comp;pca_socpref_interact;pca_timepref;pca_socpref_nointeract;pca_riskpref;math;read;age;kmeans_cluster;hierarchical_cluster;gpa_i;female;pared_d3
721;47;8;0,68493152;0,33333334;0,48666665;25;25;30;80;40;20,727514;1;-0,183948391;-1,456659671;-0,378686336;0,039138039;-0,70666319;-0,28991935;218;3;5;4,6999998;female;1
722;48;8;0,62111801;0,51813471;0,83419693;50;25;37;90;70;50;0;0,675784805;-1,366749227;0,230163142;-0,110777377;0,33302307;0,99058944;222;3;2;4,9000001;male;1
723;1;1;0,69930071;0,77519381;1,1085271;50;25;24;45;60;33,333336;1;-0,326690869;-0,012904886;0,336777628;0,000854764;-1,7096744;-1,6237435;223;1;3;4,6999998;male;1
724;19;3;0,68493152;0,71942449;1,0503597;50;25;41;40;40;33,333336;1;-0,801051218;-0,074416485;0,303727938;1,38379567;0,48994836;1,7470838;178;1;3;4,3000002;female;1
725;29;5;0,81967211;0,97087377;1,184466;50;50;10;80;60;49,126987;1;0,277234518;1,499660465;0,953635523;-1,394038417;-0,37136295;-1,6783482;239;2;2;4,1999998;male;1
726;24;4;0,97087377;0,91743118;0,94495416;50;5;11;10;10;3,3333335;0;-2,485088788;1,296300574;-0,287433546;-0,996930334;-1,2776853;-2,2663414;188;4;1;4;female;0
727;31;6;0,97087377;0,71942449;0,74100721;50;40;40;50;70;66,666672;1;0,760956187;0,242866554;0,902166729;-0,341766182;0,71144426;-0,28523225;212;2;2;4,1999998;male;1
728;6;2;0,63291138;0,81967211;1,295082;50;50;49;50;100;26,739418;1;-0,039891325;-0,415536435;1,359769878;1,128207824;1,2861333;1,2952495;203;2;3;4,5255127;female;1
729;10;2;0,89285713;0,66666669;0,74666667;62,5;37,5;40;75;70;29,350529;0;-0,018905998;-0,479567209;0,836426335;0,202042261;1,6143212;1,2680644;204;3;3;4,9000001;male;1
730;19;3;0,69930071;0,71942449;1,028777;35;35;24;50;50;38,381611;1;0,08323914;-0,014875305;-0,086418969;0,106615365;-0,31757289;0,69143701;192;1;3;4,5999999;female;0
731;23;4;0,59171599;0,56497175;0,95480222;50;25;30;60;50;15,604498;0;0,114139088;-0,288454517;0,060199188;0,80371379;-0,79368365;-0,31698704;203;5;5;4,3000002;female;0
732;42;7;0,49504951;0,94339621;1,9056604;50;25;33;65;90;46,706348;1;0,84990081;-0,224154964;0,123318546;0,314130502;-0,14597729;-0,86654669;191;5;3;4,5255127;female;0
733;35;6;0,7352941;0,69930071;0,95104897;50;50;50;50;50;50;0;0,014568473;-1,061277407;1,670879408;0,88308008;-0,096632749;0,46083304;224;3;2;5;female;0
734;13;2;0,89285713;0,89285713;1;50;0;25;60;100;29,517197;0;-0,180905719;0,249686755;0,089919823;-0,659786083;1,5521953;0,95215583;182;1;3;5;male;1
735;22;4;0,89285713;0,77519381;0,86821705;25;15;30;20;30;33,333336;0;-1,245614318;1,165358073;-1,324101578;0,32142441;-0,68677002;-0,47728515;186;4;1;4,5255127;female;0
736;51;9;0,97087377;0,97087377;1;50;50;10;100;20;20,171959;1;-0,543167342;1,644324891;1,209640701;-1,029457847;-0,042953465;-1,0221577;197;1;2;4,5999999;female;1
737;42;7;0,97087377;0,97087377;1;50;50;5;100;50;49,761902;1;1,078964492;1,653792807;0,346729176;-1,543174162;-0,47749919;-1,5826145;196;2;2;3,5999999;female;0
739;15;3;0,71942449;0,69930071;0,97202796;0;0;18;100;50;6,9391532;1;0,202052326;-0,322904185;-2,540928196;-0,187191615;-1,2428991;-0,4467015;192;4;1;4,1999998;male;1
740;4;1;0,5780347;0,71942449;1,2446042;65;25;52;35;80;23,755291;1;-1,183704565;-0,589626344;1,078577951;1,82821162;-0,77690226;0,40880626;211;3;3;4,1999998;female;1
741;21;3;0,5780347;0,69930071;1,2097902;47,5;7,5;75;80;70;28,457672;1;0,932876764;-0,744612227;-0,473747431;3,122642256;0,54996204;0,70456088;183;5;4;4,8000002;male;1
742;22;4;0,69930071;0,7352941;1,0514705;47,5;25;10;55;40;45;1;0,242300444;0,095468662;7,94E-05;-1,111604004;-1,1422091;-0,96052241;199;1;1;4,5255127;female;0
743;48;8;0,75757575;0,69930071;0,92307693;47,5;32,5;60;1;60;34,943123;1;-2,147779693;-0,089462724;1,095406462;1,585264987;0,38192326;0,78927982;206;1;3;5;male;0
744;43;7;0,69930071;0,5780347;0,82658958;50;50;20;50;50;52,978836;1;0,781336625;-0,070499379;1,187558462;-0,354959139;-0,34469041;-1,2008524;212;2;2;3,4000001;male;0
745;30;5;0,97087377;0,97087377;1;50;50;24;100;30;50;1;1,06007709;1,467820156;-0,101287637;-1,136802366;-0,50706136;-0,55333298;197;2;2;4,5255127;female;0
746;22;4;0,46511629;0,48543689;1,0436893;50;25;56;50;70;25,431219;1;-0,49591129;-1,956876041;0,478044172;2,436662496;-0,7573421;0,26456177;193;3;5;4,5255127;female;1
747;20;3;0,55248618;0,77519381;1,4031008;45;44,5;9;50;50;50;0;0,074224882;-0,250389281;0,306560272;-1,209655489;-0,97294736;-1,6824491;185;1;1;4,0999999;female;0
748;46;8;0,91743118;0,94339621;1,028302;15;35;49;20;50;29,093916;1;-1,073446968;1,34027534;0,175473622;0,911737798;0,59208345;-0,24293151;225;1;3;5;male;1
749;10;2;0,97087377;0,97087377;1;50;50;50;100;100;50;1;1,417334906;1,208012539;0,58245845;0,324010457;1,2585714;1,6751369;201;2;2;5;female;1
750;49;8;0,56497175;0,5780347;1,0231214;50;50;29;100;50;13,187832;1;-0,283615707;-1,174288223;1,513465423;0,096921212;-0,70421857;-0,34370348;205;3;2;4,4000001;female;1
751;3;1;0,86206895;0,56497175;0,65536726;2,5;50;49;95;60;33,333336;1;1,156449699;-0,168246944;-0,597924292;1,299224113;-1,0382959;-0,35225713;209;5;1;3,0999999;female;0
752;18;3;0,33333334;0,97087377;2,9126213;50;50;60;40;40;29,579365;1;-1,446780025;-0,308316031;1,332625169;0,738631353;-1,9325039;-0,73648036;207;1;2;4;female;0
753;42;7;0,97087377;0,97087377;1;50;50;16;60;50;52,380955;1;-0,108828479;1,681294552;0,821847863;-0,906309575;-0,19776709;0,038761791;202;1;3;4,9000001;female;0
754;52;9;0,89285713;0,89285713;1;50;50;50;50;100;55;0;0,652992682;0,77288674;1,463098988;0,802932201;-0,54373652;0,087976314;215;2;2;4;male;1
755;29;5;0,66666669;0,81967211;1,2295082;25;0;20;50;10;70,559525;1;0,161200747;0,204999769;-1,236284474;-1,917295108;-0,25066841;-1,7923609;247;4;1;4,1999998;male;1
756;3;1;0,89285713;0,97087377;1,0873786;50;25;15;50;70;35,000004;1;0,016885091;1,405030275;0,49072741;-0,503560565;-1,0999769;-0,39010513;219;1;2;4,5;male;0
757;34;6;0,68493152;0,51813471;0,7564767;50;50;15;50;30;43,568783;0;-0,655331663;-1,041938507;0,735120517;-1,18827975;-0,65920818;-0,65984631;225;3;2;4,9000001;female;1
759;1;1;0,80000001;0,69930071;0,87412584;50;50;25;50;50;50;0;-0,021506891;0,097860916;0,905557514;-0,276581552;-2,4900782;-2,0902247;197;1;2;3,8;female;0
760;14;2;0,91743118;0,97087377;1,0582525;50;50;33;100;100;29,517197;1;0,548094735;1,394665748;0,313764901;-0,010242122;1,3505931;1,3101313;181;2;2;5;male;1
761;6;2;0,97087377;0,89285713;0,91964287;0;0;70;50;100;52,14286;1;1,123328962;1,219074979;-1,867693678;1,911644375;-0,50083774;-0,4914633;207;5;4;4,4000001;male;1
762;1;1;0,81967211;0,80000001;0,97600001;25;25;10;40;40;38,252647;1;-0,559281506;0,548004478;-0,781321899;-1,092833066;-1,4899566;-1,2465509;229;4;3;4,0999999;female;0
763;43;7;0,55248618;0,55248618;1;2,75;0;15;50;30;33,333336;0;0,013612275;-0,631353663;-2,204334096;-1,00115158;0,059181623;-1,0500454;200;4;1;4,5;female;0
764;24;4;0,69930071;0,89285713;1,2767857;50;50;40;50;50;16,666668;0;-0,586701565;0,199779139;1,052534284;1,054566513;-1,2467889;-0,60477358;200;1;3;3;female;0
765;36;6;0,89285713;0,97087377;1,0873786;50;40;58;0;100;29,517197;1;-2,187915832;1,341832069;1,161811762;2,286464265;0,32924411;1,4276594;221;1;3;4,8000002;male;1
766;45;7;0,66666669;0,49504951;0,74257421;50;25;28;50;50;48,687832;1;-0,25960886;-0,865225472;0,021544343;-0,375075049;0,37292081;0,14539263;196;3;3;4,5999999;male;0
767;52;9;0,89285713;0,89285713;1;10;0;65;100;100;8,3915348;1;0,768444027;0,815800102;-1,57043958;2,019992729;0,043844771;0,52399135;215;5;3;4,5999999;male;0
768;48;8;0,7352941;0,89285713;1,2142857;55;40;31;100;90;50,632275;0;1,036650631;0,445994875;0,805312009;-0,482590504;-0,19832285;-1,3172086;202;2;2;4,5999999;male;1
769;51;9;0,89285713;0,75757575;0,84848487;50;5;50;100;50;50,261902;1;1,113704395;0,418601455;-0,22714655;0,307766918;-0,56351888;-0,27890468;206;5;3;4,5255127;female;1
770;47;8;0,5780347;0,69930071;1,2097902;45;35;13;50;30;33,333336;1;-0,430577749;-0,782810556;0,707660316;-1,3022075;-0,056845814;-1,7071732;217;3;2;4;female;1
771;13;2;0,69930071;0,80000001;1,1439999;50;50;40;75;100;29,517197;0;-0,149424914;-0,957943292;1,356917562;0,276496789;2,4267318;1,6293209;185;3;2;5;female;1
773;53;9;0,51813471;0,5076142;0,97969544;50;45;40;100;100;57,145508;0;2,55730723;-2,235092014;0,797245334;0,94587577;-0,12363888;0,16812505;180;2;4;4,5255127;female;0
774;53;9;0,77519381;0,86206895;1,1120689;50;0;24;40;20;50;0;-0,418026298;0,367165074;-0,526429865;-1,032486798;-0,43359971;0,50477427;189;1;1;4,8000002;female;1
775;47;8;0,97087377;0,97087377;1;50;25;20;50;30;30,908731;0;-0,640092993;1,324924619;0,507478086;-0,914335817;1,344036;0,85501605;214;1;2;5;female;0
777;41;7;0,55248618;0,54054052;0,97837842;50;50;30;75;60;78,145508;1;2,448902739;-0,956683663;0,874214633;-0,15749515;-0,4143731;-0,74597144;191;2;4;4,0999999;male;0
778;32;6;0,91743118;0,91743118;1;50;25;25;100;50;44,997356;0;0,597906185;1,651609557;-0,075375542;-0,328249452;0,96428102;0,20679361;206;1;2;5;female;0
779;27;5;0,89285713;0,97087377;1,0873786;50;50;33;50;50;33,333336;1;-0,774500613;0,9691343;1,055574628;0,307040767;-1,0058441;-1,1456621;217;1;2;4,5255127;male;0
780;47;8;0,97087377;0,97087377;1;50;50;99;100;50;50;0;1,311273092;1,184066942;0,9943685;1,89029189;-0,39625803;0,16847691;224;2;2;4,3000002;female;1
781;1;1;0,97087377;0,97087377;1;50;25;30;50;50;33,333336;0;-0,505618892;1,499959034;0,211030267;0,195420758;-1,8223672;-1,9765632;210;1;2;4;male;1
782;45;7;0,97087377;0,97087377;1;100;100;15;100;100;53,917992;0;1,433246564;1,506726102;2,699142106;-0,449079867;1,0938666;1,0594897;196;2;2;4,9000001;female;1
783;17;3;0,5780347;0,68493152;1,1849315;24,950001;0;9;50;20;95,449738;1;0,9177846;-1,266711799;-0,849618056;-2,15570272;0,090188906;-0,27632678;197;3;1;4,5255127;male;0
784;30;5;0,59171599;0,68493152;1,1575342;0;0;40;50;0;0;1;-1,970413935;-0,97851856;-2,19952902;0,543190987;0,83513981;0,30158985;193;4;1;4,8000002;male;1
785;46;8;0,97087377;0,97087377;1;0,5;0,5;78;45;60;3,868717;0;-1,056897361;1,587133348;-1,42395955;2,932431545;-0,71866608;-1,1644099;225;5;3;5;male;1
786;33;6;0,81967211;0,81967211;1;50;50;47;65;50;47,720901;0;-0,479485429;0,333499978;0,179565417;0,301914394;-0,16698261;-0,1941857;220;1;3;4,1999998;male;1
787;21;3;0,75757575;0,75757575;1;50;0;32;50;50;33,333336;1;-0,057954457;0,217005733;-0,544828611;0,251760886;-0,15397899;0,52141345;181;1;3;4,5;male;0
789;47;8;0,48543689;0,7352941;1,5147059;0;0;50;45;100;20,152115;1;0,28601347;-1,01916832;-1,505930216;1,113373684;1,9145017;1,0648799;217;5;5;5;male;0
790;30;5;0,71942449;0,80000001;1,112;60;35;17;60;80;26,870369;0;0,058630561;-0,173909502;0,542083144;-0,682333321;0,88315064;0,41958657;201;1;3;5;male;1
791;30;5;0,69930071;0,81967211;1,1721312;50;50;22;45;50;28,570107;0;-0,91112696;-0,116849211;0,702691555;-0,638525477;-0,57385504;-0,95407796;198;1;1;4,4000001;female;1
792;42;7;0,75757575;0,63291138;0,83544302;50;0;60;20;70;54,000004;1;-0,662617001;-0,110096045;-0,264734991;1,795507042;-1,4086046;-0,82459718;195;5;3;4,0999999;female;0
793;52;9;0,69930071;0,94339621;1,3490566;50;50;20;0;40;51,488094;1;-0,902413511;0,282911437;1,630885478;-1,09652312;-0,27823031;0,1233639;209;1;2;4,9000001;male;1
794;33;6;0,84033614;0,81967211;0,97540981;50;50;40;100;100;29,517197;0;0,613079525;0,384909627;-0,007293573;0,600260908;0,66243273;0,69870198;217;5;3;4,3000002;female;1
795;19;3;0,68493152;0,75757575;1,1060606;50;50;30;60;70;53,388889;1;1,134520808;-0,028248256;1,421684843;0,547795001;0,00405722;0,63976204;184;2;2;4,5255127;male;0
796;42;7;0,56497175;0,68493152;1,2123288;37,5;15;25;85;60;48,882275;1;1,228343261;-0,662770869;-1,520761168;-0,422944022;0,5279572;-0,7358942;201;5;1;4;male;0
797;53;9;0,97087377;0,97087377;1;50;25;50;75;50;33,333336;1;-0,377013952;1,504019709;0,209807507;1,692951034;0,34158054;0,77416426;188;5;3;4,8000002;female;1
799;26;5;0,69930071;0,80000001;1,1439999;50;100;40;100;100;62,031746;1;2,05144936;-0,105084919;1,839983462;0,824234116;-0,616198;-1,5972614;217;2;2;4,5;male;0
800;11;2;0,62111801;0,52910054;0,85185188;50;50;35;50;30;29,517197;1;-1,4510498;-1,516718292;0,657656185;0,333042378;1,1766638;1,1208901;190;3;5;5;female;1
801;48;8;0,80000001;0,84033614;1,0504202;50;50;50;50;100;38,75;0;-0,515629215;0,530980326;1,422117598;1,153185914;1,2355665;1,6747856;214;2;3;5;male;0
802;20;3;0,68493152;0,89285713;1,3035715;75;50;25;100;90;52,169312;0;1,641056414;0,69532721;1,242847401;0,15796802;0,11086002;0,73807359;195;2;2;4,5999999;female;1
803;31;6;0,68493152;0,77519381;1,1317829;25;50;30;100;80;52,150791;1;1,629683609;-0,598246418;-0,044681563;-0,699783276;-0,53862441;0,28776291;206;2;2;4,5255127;female;0
804;41;7;0,59171599;0,5780347;0,97687858;40;50;45;40;50;33,333336;0;-0,919146527;-0,585599631;0,725333581;1,458489608;-0,58741319;-1,3268172;200;3;3;4,5999999;female;1
805;38;6;0,91743118;0,89285713;0,97321433;50;15;50;60;60;64,722221;1;0,219384704;1,440669769;-0,124292577;0,374125928;-0,44549176;-0,010335242;192;1;2;4,5999999;male;0
807;34;6;0,68493152;0,59171599;0,86390531;40;50;37;50;40;22,376984;1;-0,983397952;-0,813000164;0,521061872;0,12756142;-0,74656153;0,43821812;236;3;3;4,5255127;female;0
808;53;9;0,62111801;0,81967211;1,3196721;50;50;40;50;50;45;0;-0,305396745;-0,475517504;1,215148386;0,626745055;-0,21821663;-0,18867804;186;3;3;4,5255127;female;1
809;4;1;0,54054052;0,48543689;0,8980583;50;0;1;50;40;50;1;0,447683254;-1,416496318;-0,246698063;-1,881273938;-1,4812883;-1,1421468;209;3;1;3,9000001;male;0
810;44;7;0,89285713;0,89285713;1;50;25;40;50;50;60,380955;1;0,150492051;2,025540908;0,087722921;0,06320399;-0,12341669;-0,84744644;196;1;2;3,8;male;0
811;20;3;0,46511629;0,47619048;1,0238096;5;15;25;40;40;11,548943;1;-1,105135661;-1,812454777;-1,941057855;0,499372759;-0,3918125;-0,005179435;189;4;5;4,5999999;female;1
812;52;9;0,71942449;0,81967211;1,1393442;37,5;25;25;60;50;44,220901;1;0,301987119;-0,188274414;0,100155023;-0,685657475;0,47305563;1,9445269;218;1;1;5;female;1
813;27;5;0,33333334;0,33333334;1;50;35;30;60;100;67,902115;1;1,754589496;-2,99216014;0,534752704;-0,00611755;-0,6891039;-1,4489155;215;3;4;3,8;male;1
814;39;6;0,55248618;0,55248618;1;40;15;28;100;30;44,869049;1;0,408040547;-1,064381205;-1,154870877;-0,351303363;-0,21199302;-0,88447452;209;3;1;4;male;1
815;37;6;0,7352941;0,52910054;0,71957672;50;10;45;40;40;30,880951;1;-0,799150182;-0,517611303;-0,081554162;1,101713226;-0,35902712;0,59218866;204;3;3;5;female;1
816;5;2;0,91743118;0,91743118;1;25;25;25;100;100;50;1;1,734934359;1,439466923;-0,610537441;-0,58922762;0,40948516;0,35138994;204;2;3;4,5;male;1
817;11;2;0,71942449;0,69930071;0,97202796;50;25;45;100;50;50,370373;1;1,372938641;-0,334244827;-0,583902679;0,294522847;0,40948516;0,35138994;192;5;3;4,5;male;1
818;12;2;0,97087377;0,89285713;0,91964287;50;0;50;100;50;60,497356;0;0,625737933;0,576794768;-0,33811291;0,448924361;1,8659351;1,5694435;186;5;1;5;male;1
819;8;2;0,80000001;0,97087377;1,2135922;50;0;40;100;100;29,517197;0;0,710079707;0,157301276;0,121942895;-0,436781449;1,8659351;1,5694435;198;1;3;5;male;1
820;9;2;0,86206895;0,56497175;0,65536726;25;25;79;7,3000002;40;32,60873;1;-1,357137253;-0,468196931;-0,170933599;2,325629773;0,88159472;0,28565371;199;4;1;4,5999999;female;1
821;6;2;0,97087377;0,63291138;0,65189874;25;25;25;40;50;7,8835979;1;-0,996790401;0,401881311;-0,275224248;-0,0115916;1,171218;1,2190847;203;4;3;5;male;1
822;16;3;0,56497175;0,84033614;1,4873949;50;50;8;50;50;51,12434;0;0,605464057;-0,523684879;0,87722372;-1,526503939;-0,83302623;0,36334205;191;2;1;4,4000001;female;1
823;51;9;0,63291138;0,69930071;1,1048951;50;25;15;80;50;33,333336;0;0,271757842;-0,726924838;0,619438443;-0,755179577;-0,71566564;0,038879283;196;3;2;4,5999999;female;0
824;16;3;0,97087377;0,97087377;1;10;10;29;40;70;50;1;0,955207214;1,763338087;-1,438299139;0,004977926;0,85225475;1,6693954;199;5;4;5;female;0
826;24;4;0,89285713;0,89285713;1;35;45;16;40;30;35,791008;0;-0,361053588;0,891865371;0,09556874;-1,03738599;-0,39114532;-0,18422593;196;1;3;4,5255127;female;0
827;7;2;0,97087377;0,97087377;1;50;0;24;80;80;29,517197;1;0,267619605;1,268279338;0,130925654;-0,888347029;2,0401981;1,6891981;205;1;1;5;female;1
828;29;5;0,69930071;0,80000001;1,1439999;50;50;30;60;100;50,370373;1;0,380450635;0,136250948;1,323887447;0,062509007;-2,2160144;-1,4168094;235;2;2;3,5999999;female;0
830;42;7;0,71942449;0,55248618;0,76795578;40;50;26;50;30;31,578043;0;-1,328628271;-0,399753727;0,216800599;-0,104154363;-1,8442613;-0,14836964;203;4;3;4,1999998;female;0
831;46;8;0,55248618;0,47619048;0,8619048;5;25;27;10;30;44,415344;0;-0,742059604;-1,206294316;-0,434598096;-0,645508689;0,49928379;0,77756208;221;3;5;4,9000001;female;0
832;13;2;0,97087377;0,97087377;1;0;0;25;100;0;0;0;-0,818416788;1,029734926;-1,734968702;-1,090153221;2,1808972;1,5951051;193;4;1;5;male;1
833;40;6;0,68493152;0,75757575;1,1060606;50;50;10;50;50;45,714287;1;-0,024010585;0,303714051;0,979961702;-1,18151555;-1,1477661;-1,808297;200;1;2;3,7;female;1
834;42;7;0,97087377;0,97087377;1;50;50;21;50;90;90,236771;1;1,594742696;1,600975133;0,995851306;-0,840892034;-1,3632606;-2,6327538;197;2;2;5;female;0
835;29;5;0,69930071;0,69930071;1;75;25;69;60;100;50;1;0,235144342;-0,396959756;1,315920275;2,092932123;-1,559862;-1,1550363;238;5;3;4,3000002;male;1
836;28;5;0,66666669;0,55248618;0,82872927;50;40;40;70;70;36,149471;1;0,455615179;-0,529004288;0,752777924;0,492070862;-1,2550133;-1,8728615;213;2;4;4,4000001;male;1
837;2;1;0,63291138;0,62111801;0,98136646;50;25;20;45;40;48,703705;1;-0,271183328;-0,667518149;0,647030603;-0,675312839;-1,0776385;-1,2348332;208;3;3;3,5999999;male;0
838;30;5;0,56497175;0,7352941;1,3014706;75;25;25;65;40;43,84127;0;0,039815944;-1,017746949;0,564824966;-0,839949135;-0,3915903;-0,89326316;196;3;1;4,5999999;female;1
839;37;6;0,62111801;0,55248618;0,88950276;35;20;25;30;40;49,566139;1;-0,210313027;-0,988385311;-0,436333146;-0,556305849;1,6861156;0,51274234;200;3;5;4,8000002;male;1
840;44;7;0,56497175;0,68493152;1,2123288;60;50;10;30;60;48,906086;0;-0,505139212;-0,698569381;1,640310218;-1,334561963;-0,65042788;-0,90919864;204;3;2;3,4000001;male;1
843;15;3;0,62111801;0,52910054;0,85185188;50;25;20;30;30;52,298939;1;-0,493998278;-1,584236452;0,211989814;-1,142483361;-1,1985558;-0,94669545;196;3;2;4,5999999;male;0
844;38;6;0,97087377;0,89285713;0,91964287;25;15;14;100;10;14,272488;0;-0,413756238;1,750649166;-1,400949687;-1,462520041;0,87181497;0,61691278;197;4;1;4,8000002;female;1
845;21;3;0,81967211;0,91743118;1,119266;50;25;25;20;50;25,071032;0;-1,261422789;1,039436191;0,676280107;0,034546175;0,068517044;0,23667355;182;1;3;4,8000002;female;1
846;26;5;0,49504951;0,63291138;1,278481;50;50;18;50;50;25,584656;1;-0,94878188;-1,367314393;0,854173822;-0,144883993;-0,84202802;-1,125742;213;3;5;4,5255127;female;0
847;27;5;0,89285713;0,89285713;1;50;15;1;60;100;37,3545;0;0,777287043;0,685051606;-0,202856717;-0,805972429;-0,47516534;-0,79846692;223;1;3;4,9000001;female;0
848;13;2;0,97087377;0,97087377;1;50;0;50;100;100;66,666672;0;1,471817192;0,850092184;-0,323061855;0,26012754;1,7497969;0,70620131;187;5;3;4,5255127;male;0
849;42;7;0,5780347;0,69930071;1,2097902;50;40;35;70;50;38,295635;1;-0,189930168;-0,578311765;0,469893728;0,316005438;-1,0534105;-0,77081305;203;3;3;4,5999999;female;0
850;15;3;0,75757575;0,89285713;1,1785715;50;50;70;100;100;50;1;2,090052071;0,454577556;0,541850386;1,787190908;-0,40425971;-0,21926168;200;2;2;4;male;1
851;18;3;0,69930071;0,89285713;1,2767857;50;50;12;90;100;45,965611;1;1,679900773;0,572198237;0,896138472;-1,108089992;-0,04917708;-0,56212097;204;2;2;4,9000001;male;0
852;52;9;0,69930071;0,80000001;1,1439999;50;25;36;30;50;44,429893;1;-0,320324838;-0,359563526;0,684558584;-0,134488663;-0,28634343;0,21874571;205;3;1;4,5255127;female;1
853;32;6;0,69930071;0,75757575;1,0833334;25;25;40;30;30;27,587301;1;-1,382917821;0,089477961;-0,919098165;0,686044079;1,3888242;0,44618618;211;4;1;4,3000002;male;0
854;16;3;0,89285713;0,89285713;1;50;50;30;50;50;33,333336;1;-0,241945465;1,060909252;0,930891667;0,241728965;-0,66287571;0,53453732;190;1;2;4,5999999;male;0
855;6;2;0,63291138;0,7352941;1,1617647;25;5;25;40;30;3,7392859;0;-1,153915987;-0,576294689;-0,879004593;-0,384658724;-0,3756977;0,73795611;199;4;1;4,5255127;female;0
856;26;5;0,77519381;0,77519381;1;25;0;60;20;100;40,300266;0;-0,047373972;0,259399324;-1,584841937;2,220065617;-1,0271823;-0,10571705;198;5;3;4,9000001;female;1
857;42;7;0,62111801;0,77519381;1,248062;35;25;10;60;20;32,796295;1;-0,827835417;-0,084542518;-1,213493547;-1,389631442;-1,7453494;-1,1198831;189;4;1;4;female;0
858;27;5;0,89285713;0,94339621;1,0566038;50;10;15;80;50;16,666668;0;-0,210658413;0,892022319;-0,6445741;-0,266892602;-1,6843356;-1,3285751;224;1;1;3,9000001;female;0
859;26;5;0,81967211;0,97087377;1,184466;50;50;25;100;50;43,092594;0;0,845001306;1,08123408;0,254440157;-0,233156753;-1,3984913;-1,3747424;194;2;2;4,5255127;female;0
860;52;9;0,69930071;0,47619048;0,68095237;50;50;25;100;100;48,314816;0;1,536637996;-1,829170959;1,168483302;-0,082068035;-0,46005067;0,058799449;227;3;2;4,8000002;female;1
861;53;9;0,89285713;0,97087377;1,0873786;50;10;20;11,2;70;37,674603;0;-0,82040579;1,24404954;0,261513439;-0,300632566;-1,8060303;-1,3439251;175;1;3;4,4000001;female;0
862;3;1;0,97087377;0,97087377;1;50;25;50;50;20;48,910053;0;-0,65606522;1,757678599;0,332417508;0,535899241;-1,374819;-0,88658375;217;1;3;3,5;female;0
863;28;5;0,5780347;0,75757575;1,310606;50;27,5;40;50;50;35,000004;0;-0,431828148;-0,105080523;0,436475914;0,102462256;-1,1988888;-1,0140722;221;1;3;4;female;0
864;15;3;0,69930071;0,69930071;1;50;0;25;10;40;33,333336;1;-1,528778818;-0,433685446;-0,274296706;-0,429689999;-0,61875403;-0,42924237;192;4;5;4,6999998;male;0
865;53;9;0,81967211;0,81967211;1;50;25;28;100;70;28,374338;0;0,498196495;0,295408016;0,077038724;0,532560811;-0,68965966;-1,1364048;186;5;3;4,5999999;female;0
866;30;5;0,91743118;0,89285713;0,97321433;25;40;27;60;40;31,479498;1;-0,408309652;1,008759644;-0,555727209;-0,44437513;-0,52206463;-0,28195128;208;1;3;4,9000001;male;1
867;12;2;0,97087377;0,97087377;1;0;50;60;100;100;50;1;0,869234741;0,883723743;-0,340080966;1,624907676;1,809144;0,10309189;185;5;3;4,8000002;male;1
868;8;2;0,89285713;0,89285713;1;0;0;50;100;100;43,378304;1;1,240333797;0,199233575;-1,194582778;0,116445549;1,809144;0,10309189;197;5;1;4,8000002;male;1
869;41;7;0,68493152;0,60606062;0,88484848;50;50;15;50;40;34,19577;0;-1,04178548;-0,151093435;1,082233847;-0,82363649;-0,42504224;0,060674291;199;1;2;4,0999999;female;1
870;9;2;0,97087377;0,89285713;0,91964287;50;50;20;50;30;31,517197;1;-0,883339351;0,867518825;1,140840452;-0,78505516;1,2873563;0,98707408;199;1;2;4,8000002;female;1
871;8;2;0,89285713;0,89285713;1;50;0;40;60;70;38,406086;0;-0,118013791;0,217190964;0,318942699;-0,591780988;1,3919359;0,13707335;200;1;1;4,5999999;male;0
872;12;2;0,75757575;0,89285713;1,1785715;50;30;45;70;80;36,183865;1;-0,082481598;-0,369285762;0,591335253;0,466172012;1,3919359;0,13707335;188;3;3;4,5999999;male;0
873;48;8;0,75757575;0,89285713;1,1785715;25;25;25;80;30;42,267197;0;-0,292943382;0,654401343;-0,726641018;-1,155190291;-0,23888774;-0,25265694;211;4;1;5;female;1
874;25;4;0,89285713;0,51813471;0,58031088;50;5;20;55;50;48,567463;1;0,546518827;0,193652588;-0,8481496;-0,378071887;-1,263015;0,057275824;197;1;1;4,5255127;male;1
876;34;6;0,89285713;0,69930071;0,78321677;50;50;50;50;40;17,021164;1;-1,267064291;0,482070535;0,817161984;0,889584653;0,81780207;1,1828767;227;1;3;4,5255127;female;0
877;14;2;0,81967211;0,75757575;0,92424244;50;50;33;100;100;50;0;1,130426587;-0,055697933;0,302502314;-0,180641713;1,3741539;0,77627343;188;2;2;4,6999998;male;1
879;51;9;0,62111801;0,75757575;1,219697;0,050000001;0,050000001;10;40;10;33,333336;1;-0,665883992;-0,409533096;-1,658246655;-1,451302623;-1,0771941;-2,3859794;204;4;1;4,6999998;female;1
880;33;6;0,55248618;0,71942449;1,3021582;50;25;42;50,299999;50;45,687832;0;-0,61858216;-1,465398076;-0,347274455;0,024237328;1,2961359;0,80627024;224;3;5;4,8000002;female;0
