;studid;classid;delta;beta;beta_0;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;mean_delta;mean_beta;mean_beta_0;mean_dictator;mean_dictator_schoolmate;mean_risk;mean_publicgood;mean_trust;mean_trust_return;sd_delta;sd_beta;sd_beta_0;sd_dictator;sd_dictator_schoolmate;sd_risk;sd_publicgood;sd_trust;sd_trust_return;delta_diff;beta_diff;beta_0_diff;dictator_diff;dictator_schoolmate_diff;risk_diff;publicgood_diff;trust_diff;trust_return_diff
553;569;42;0,7352941;1;0;50;25;36;50;30;17,808203;0,71243093;1,029523273;0,186367329;46,35416667;32,5;29,45833333;62,91666667;55;44,43954029;0,154966371;0,289082902;0,219625914;7,835925026;17,56973683;16,75392016;20,04975695;19,56038588;15,00966014;4,032431429;2,429692032;-0,186367329;-39,97329908;-31,07709878;-27,30958249;-60,42287085;-53,46628793;-43,25309084
554;570;40;0,54054052;0,61666667;0,38333333;40;25;50;50;30;27,17725;0,684179763;0,995749626;0,182197963;42,05882353;31,79411765;31,47058824;58,75882365;46,47058824;39,36764765;0,103972823;0,243323543;0,15477302;13,11711948;20,17970734;18,5644743;17,93533722;15,78811914;11,38704402;4,514683773;1,538598934;2,294547204;-39,00937353;-30,55524933;-28,777272;-55,97103107;-44,57042522;-36,98096591
555;571;4;0,69930071;1,0514705;0,051470518;50;5;35;50;70;55,476189;0,726061549;1,019411774;0,122299168;40,55357143;22,14285714;29,78571429;49,07142857;58,57142857;41,28609307;0,162818654;0,194176966;0,148333623;20,48831247;32,26776706;17,83332477;22,81519158;26,56114654;9,640621122;3,56890524;4,395599696;0,224692411;-38,1131557;-21,98790375;-27,82309652;-46,87990632;-55,93600017;-35,53167245
556;572;28;0,63291138;1,4107143;0,41071427;50;35;10;50;50;23,445766;0,651898814;1,109356614;0,216740921;41,875;26,5625;36,25;60,65625;54,375;34,87673731;0,138909337;0,301625157;0,231571713;15,90335394;17,17253136;16,5186763;22,83032979;19,31105038;9,299884109;3,904392303;3,567687941;1,556853376;-38,7310091;-24,52436134;-35,64462462;-58,46618089;-51,78580889;-32,35565579
557;573;47;0,69930071;1,0833334;0,083333373;50;25;17;60;40;25,236774;0,759407456;1,018163712;0,158410332;34,77272727;21,36363636;39,81818182;51,68181818;51,81818182;33,73744045;0,168414886;0,233704742;0,169336226;19,05363812;18,22033258;23,08707402;28,28997191;23,22485607;9,149020689;3,392842534;3,617315179;0,333707481;-32,14855651;-19,99154286;-39,08183905;-49,5609253;-50,09588912;-30,97902785
558;574;42;0,81967211;1;0;50;50;45;80;80;52,043652;0,71243093;1,029523273;0,186367329;46,35416667;32,5;29,45833333;62,91666667;55;44,43954029;0,154966371;0,289082902;0,219625914;7,835925026;17,56973683;16,75392016;20,04975695;19,56038588;15,00966014;4,576923822;2,429692032;-0,186367329;-39,97329908;-29,65419756;-26,77239478;-58,92659336;-50,91010113;-40,97219649
559;575;9;0,97087377;0,91964287;0,080357134;0;25;49;20;60;82,788361;0,849050988;0,909803199;0,146747551;39,13043478;25,13043478;36,52173913;49,83913044;53,91304348;43,917179;0,152328465;0,232572481;0,200203683;16,55927191;18,22349719;18,65687679;34,69588315;27,25954886;18,05706071;5,52450348;3,04441729;0,254629351;-39,13043478;-23,75857955;-33,89536171;-49,26269318;-51,71197991;-39,33235967
560;576;38;0,7352941;1,030303;0,030303001;10;12,5;25;54;30;38,804234;0,716038035;0,988618101;0,178168805;42,64411747;23,97058824;37,11764706;70,70588235;59,41176471;40,77853376;0,150628434;0,242044879;0,158098819;19,60572153;13,4935987;16,9811747;23,10509875;24,10150105;20,76577317;4,165471268;3,268042906;0,013502463;-42,13406228;-23,04422305;-35,64542853;-68,36873588;-58,16702896;-38,90987067
561;577;7;0,80000001;1;0;50;50;20;100;100;29,517197;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;3,299582024;1,882943564;-0,205489198;-22,31598589;-14,7820157;-45,3021392;-66,29180822;-58,35043974;-33,76312049
562;578;17;0,86206895;1,0642202;0,06422019;50;25;25;50;70;29,517197;0,776304473;0,992942916;0,08431424;29,7194445;19,72222222;34,55555556;65,27777778;45;39,9181005;0,118501577;0,138291758;0,107936473;21,12509754;17,50816803;23,90968847;21,85999719;22,02939213;19,06271309;6,498442183;6,702528007;0,510667127;-27,35259152;-18,29431726;-33,50995431;-62,99049478;-41,82242707;-38,36967469
563;579;4;0,62111801;1,1258742;0,12587416;50;0;30;100;100;48,055557;0,726061549;1,019411774;0,122299168;40,55357143;22,14285714;29,78571429;49,07142857;58,57142857;41,28609307;0,162818654;0,194176966;0,148333623;20,48831247;32,26776706;17,83332477;22,81519158;26,56114654;9,640621122;3,088722545;4,778774392;0,726289019;-38,1131557;-22,14285714;-28,10347049;-44,68838407;-54,80653085;-36,30139796
564;580;9;0,89285713;1,0873786;0,087378621;50;50;60;50;50;16,666668;0,849050988;0,909803199;0,146747551;39,13043478;25,13043478;36,52173913;49,83913044;53,91304348;43,917179;0,152328465;0,232572481;0,200203683;16,55927191;18,22349719;18,65687679;34,69588315;27,25954886;18,05706071;5,012342868;3,765636453;0,289701069;-36,11097836;-22,38672431;-33,30576677;-48,39803728;-52,07882383;-42,99417895
565;581;24;0,33333334;1;0;35;20;60;50;60;33,682541;0,723560425;1,111723687;0,139370925;42,5;30,46875;29,125;49,375;42,5;31,33064746;0,177431274;0,225451091;0,208382644;13,16561177;18,8020112;15,07260208;28,45317791;15,27525232;13,89310693;1,155101282;3,323828145;-0,139370925;-39,84155916;-29,40503401;-25,1442673;-47,61772705;-38,57207798;-28,9062408
566;582;46;0,49504951;1,0253807;0,025380731;50;50;22;40;40;37,079365;0,709444182;1,042657502;0,120738075;27,66666667;26,24242424;34,12121212;55,01515152;50,90909091;34,12513064;0,17942831;0,198034206;0,161433699;19,0573422;19,63499794;17,31826632;27,59712532;26,14426758;14,92949974;2,049593728;4,1351384;0,036482699;-25,04300595;-23,69595084;-32,85087711;-53,56572519;-49,37911881;-31,64149986
567;583;22;0,60606062;1,2132353;0,21323526;25;0;10;80;20;58,170635;0,688527086;1,082140228;0,21843444;43,33333333;29,16666667;23;59,40000014;50;35,53204276;0,134223006;0,264612503;0,164331557;10,73351449;13,99404635;16,4195006;24,31845002;20,73644135;9,947404698;3,826798856;3,502810552;1,07915723;-41,0041801;-29,16666667;-22,39096808;-56,1103168;-49,03551436;-29,68422247
568;584;1;0,49504951;0,67333335;0,32666665;50;25;25;100;50;38,92857;0,745461452;0,966396618;0,093583437;40;33,0952381;28,47619048;53,0952381;51,42857143;41,6582526;0,167640515;0,135086686;0,101184519;14,23024947;21,12322126;17,55169236;19,45997113;16,21286967;14,59391075;2,207580717;4,018057218;3,134841762;-36,48635816;-31,91170649;-27,0518264;-47,95648432;-48,34460165;-38,99079966
569;585;52;0,69930071;1;0;50;0;50;0;100;29,517197;0,766129847;1,0898382;0,136259789;31,9;24,6;34,24;55,83600008;57,6;32,85863407;0,137662466;0,253038947;0,230424732;20,22374842;18,47971861;20,18101418;35,0978025;29,89983278;18,34429673;4,31369134;2,862122605;-0,136259789;-29,42765912;-24,6;-31,76242382;-55,83600008;-54,25549969;-31,24956737
570;586;51;0,71942449;0,97202796;0,027972043;0;0;50;0;50;0;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;3,829643573;4,222426017;0,082328221;-36,39166667;-15,71111111;-33,2641442;-62,77777778;-47,20764537;-33,78130611
571;587;48;0,97087377;1;0;50;50;27;100;70;68,161377;0,741336557;1,04582137;0,179777305;39,44;25,5;37,84;71,68799992;68;43,57871556;0,146295772;0,309490296;0,253583872;16,6966314;19,33800231;16,10558909;30,41722818;26,45751311;10,88081796;5,895039573;2,185297712;-0,179777305;-36,44538397;-22,91441752;-36,16356334;-68,40038938;-65,35424869;-37,31435407
572;588;16;0,71942449;1,0220588;0,022058845;25;25;12;50;50;28,783072;0,735069143;1,113196055;0,146202073;41,20862069;30,43103448;28,10344828;51,58275869;45,86206897;34,28078851;0,141335054;0,193558989;0,169108278;19,66563386;18,46895278;16,22243778;17,72222309;16,80077408;13,76848806;4,355136519;4,167151844;-0,015759937;-39,93736749;-29,07741144;-27,36373208;-48,76144221;-42,88601562;-32,19028505
573;589;51;0,81967211;1,0892857;0,089285731;50;22,5;35;80;60;49,444443;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;4,468810247;4,855697469;0,544052134;-33,74922376;-14,45021464;-33,86823428;-60,36961871;-46,76028555;-30,75692271
574;590;32;0,52910054;1,0924855;0,092485547;35;28;47;37;30;53,915344;0,725454709;1,033615679;0,126406307;42,66666667;30,86666667;27,66666667;64,5866666;55,33333333;44,05520313;0,145150168;0,153687024;0,087809747;10,32795559;22,95995479;15,71926328;28,75596508;24,16215065;20,55945898;2,919739427;6,074892716;0,926842907;-39,27780624;-29,64715207;-24,67670466;-63,29997704;-54,091722;-41,43279249
575;591;28;0,7352941;1;0;50;0;25;50;50;35,000004;0,651898814;1,109356614;0,216740921;41,875;26,5625;36,25;60,65625;54,375;34,87673731;0,138909337;0,301625157;0,231571713;15,90335394;17,17253136;16,5186763;22,83032979;19,31105038;9,299884109;4,641439372;2,206016708;-0,216740921;-38,7310091;-26,5625;-34,73656154;-58,46618089;-51,78580889;-31,11324912
576;592;49;0,63291138;0,83597887;0,16402113;50;5;46;50;50;40,420635;0,724521115;0,971790262;0,154499109;29,546875;13,203125;35,5;58,68125;53,75;38,17869585;0,135029141;0,194455965;0,114894113;21,94960492;18,99544216;20,73322615;34,93936116;34,61695153;18,13316378;3,96269954;3,327274917;1,273086046;-27,26892967;-12,93990396;-33,28133901;-57,25019922;-52,30562094;-35,94959587
577;593;36;0,7352941;1,0880001;0,088000059;0,050000001;0;45;90;100;50;0,713287279;1,059407385;0,105701709;44,00333333;30,66666667;34,93333333;61,83999987;71,33333333;46,44276973;0,153756512;0,185151093;0,16152815;21,6392539;20,16597795;14,82982837;26,06828393;25,31703737;9,396605655;4,068910821;4,816874964;0,439095339;-44,00102272;-30,66666667;-31,89890847;-58,38752865;-67,38342409;-41,12169936
578;594;38;0,75757575;0,67005074;0,32994926;35;25;20;30;30;16,666668;0,716038035;0,988618101;0,178168805;42,64411747;23,97058824;37,11764706;70,70588235;59,41176471;40,77853376;0,150628434;0,242044879;0,158098819;19,60572153;13,4935987;16,9811747;23,10509875;24,10150105;20,76577317;4,313395862;1,779673224;1,908812376;-40,85892431;-22,11785787;-35,93987224;-69,40746765;-58,16702896;-39,97593095
579;595;40;0,68493152;0,67906976;0,32093024;25;0;50;75;50;17,328043;0,684179763;0,995749626;0,182197963;42,05882353;31,79411765;31,47058824;58,75882365;46,47058824;39,36764765;0,103972823;0,243323543;0,15477302;13,11711948;20,17970734;18,5644743;17,93533722;15,78811914;11,38704402;5,903421669;1,795060307;1,891356196;-40,15291728;-31,79411765;-28,777272;-54,57713478;-43,30364988;-37,84591444
580;597;46;0,97087377;1;0;50;0;50;50;100;29,517197;0,709444182;1,042657502;0,120738075;27,66666667;26,24242424;34,12121212;55,01515152;50,90909091;34,12513064;0,17942831;0,198034206;0,161433699;19,0573422;19,63499794;17,31826632;27,59712532;26,14426758;14,92949974;4,701484388;4,006975188;-0,120738075;-25,04300595;-26,24242424;-31,2340871;-53,20336861;-47,08416066;-32,14802507
581;598;30;0,77519381;0,92805755;0,071942449;40;50;40;60;70;40,809525;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;4,190508836;4,858874975;0,426770731;-45,0827101;-32,4237087;-30,98608955;-60,08560046;-47,01985739;-36,83305535
582;599;37;0,7352941;0,78612721;0,21387279;50;50;14;50;50;20,223545;0,702522622;1,037959984;0,189855804;42,11538462;31,15384615;28,38461538;52,92307692;45,38461538;34,23914285;0,112109789;0,249452017;0,157284323;11,80775495;18,27496536;16,38362222;15,17377968;15,06396618;11,76436273;5,856174079;2,113456552;1,169928732;-37,88087939;-28,41786286;-27,53010349;-49,62791902;-42,0654364;-32,52009138
583;600;15;0,60606062;1,25;0,25;50;40;13;55,5;50;44,335979;0,742834054;1,032255225;0,138124633;43,86363636;28,63636364;33,90909091;56,12727268;56,36363636;38,79078346;0,099320233;0,180634965;0,117183704;20,29143721;19,71111713;20,11137818;23,09708664;20,59714602;11,73771425;5,359252118;5,887778242;1,99527781;-41,39954279;-26,60705197;-33,26269065;-53,72437223;-53,93611558;-35,0135592
584;601;8;0,97087377;1;0;50;0;50;50;30;39,239418;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,700345936;3,495457864;-0,082520511;-24,96339666;-11,46551724;-43,98651769;-74,45399505;-71,20647348;-29,51348474
585;602;12;0,97087377;1;0;49,950001;0;50;100;50;43,096561;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;6,707775859;7,678808119;-0,073460906;-30,53723895;-24,83928571;-34,60618515;-71,67753259;-67,83754174;-35,00807132
586;603;38;0,7352941;0,95104897;0,04895103;50;25;35;40;60;49,94709;0,716038035;0,988618101;0,178168805;42,64411747;23,97058824;37,11764706;70,70588235;59,41176471;40,77853376;0,150628434;0,242044879;0,158098819;19,60572153;13,4935987;16,9811747;23,10509875;24,10150105;20,76577317;4,165471268;2,940607638;0,131454191;-40,09384153;-22,11785787;-35,05654112;-68,97466274;-56,9222932;-38,37327346
587;604;3;0,69930071;1,0514705;0,051470518;45;25;23;50;50;26,903439;0,757757626;0,965606027;0,083024058;40,41666667;23,27777778;32,44444444;52,38888889;45,55555556;45,19341672;0,133750728;0,121802566;0,093754636;17,02614771;14,11634662;18,73098164;19,10694019;21,48110585;16,92366859;4,470630458;7,666974823;0,465967653;-37,77367303;-21,50678131;-31,21653229;-49,7720387;-43,22792865;-43,60372363
588;605;37;0,60606062;0,87301582;0,12698418;25;25;9;50;80;36,111111;0,702522622;1,037959984;0,189855804;42,11538462;31,15384615;28,38461538;52,92307692;45,38461538;34,23914285;0,112109789;0,249452017;0,157284323;11,80775495;18,27496536;16,38362222;15,17377968;15,06396618;11,76436273;4,7034337;2,461774481;0,617498532;-39,998132;-29,7858545;-27,83528631;-49,62791902;-40,073929;-31,16960888
589;607;40;0,49504951;1,530303;0,530303;50;50;5;100;50;17,613756;0,684179763;0,995749626;0,182197963;42,05882353;31,79411765;31,47058824;58,75882365;46,47058824;39,36764765;0,103972823;0,243323543;0,15477302;13,11711948;20,17970734;18,5644743;17,93533722;15,78811914;11,38704402;4,077155883;5,29341986;3,244129177;-38,24701103;-29,31638102;-31,20125661;-53,18323849;-43,30364988;-37,82082338
590;608;46;0,59171599;1,1818181;0,18181813;50;25;10;50;30;41,292328;0,709444182;1,042657502;0,120738075;27,66666667;26,24242424;34,12121212;55,01515152;50,90909091;34,12513064;0,17942831;0,198034206;0,161433699;19,0573422;19,63499794;17,31826632;27,59712532;26,14426758;14,92949974;2,588340818;4,925089809;1,005533151;-25,04300595;-24,96918754;-33,54378712;-53,20336861;-49,76161183;-31,35930936
591;609;53;0,80000001;1,0245901;0,024590135;50;50;28;50;50;27,592594;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;4,777046153;4,825665813;0,032691412;-38,15392819;-23,96291932;-27,32187069;-58,18377142;-47,39622178;-38,48059053
592;610;26;0,97087377;1;0;50;37,5;10;50;70;42,94709;0,718060289;1,083481343;0,149998625;44,28571429;36,42857143;26,61904762;58,11904762;54,76190476;43,43061871;0,139188001;0,250001029;0,214926819;10,06674156;21,29512017;18,60773009;22,77164068;21,12322126;14,58246081;6,257208842;2,916502191;-0,149998625;-39,31886382;-34,66760461;-26,08163656;-55,92333407;-51,44801626;-40,48549919
593;611;50;0,80000001;1,0504202;0,050420165;25;87,5;13;5;100;71,911377;0,809336776;0,998315501;0,056021008;34,02777778;26,66666667;33;59,07777789;62,22222222;41,234789;0,101160965;0,082310795;0,058780165;13,53478332;23,02492256;16,58135026;33,90839834;23,40325657;15,92001863;7,098851982;11,76331806;0,801754139;-32,18068504;-22,86643673;-32,21598665;-58,93032179;-57,94931261;-36,71774799
594;612;53;0,63291138;1,490566;0,49056602;50;50;34;50;60;53,317463;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;3,623887424;7,521078227;3,27505989;-38,15392819;-23,96291932;-26,87136246;-58,18377142;-46,87546614;-35,61390537
595;613;21;0,68493152;1;0;50;25;17;100;50;38,822754;0,702187606;1,079747691;0,109235355;43,681579;27,76052637;28,94736842;58,86842105;47,36842105;35,23713537;0,15620482;0,168528073;0,150064825;9,216458904;15,91463851;16,30430647;25,47648268;11,47078669;14,22066757;3,682642017;4,853981808;-0,109235355;-38,25650192;-26,18964557;-27,90469911;-54,94323243;-43,00952211;-32,50711206
596;614;50;0,81967211;0,97600001;0,023999989;25;25;40;100;50;40,687172;0,809336776;0,998315501;0,056021008;34,02777778;26,66666667;33;59,07777789;62,22222222;41,234789;0,101160965;0,082310795;0,058780165;13,53478332;23,02492256;16,58135026;33,90839834;23,40325657;15,92001863;7,293315329;10,8591816;0,3522798;-32,18068504;-25,58088668;-30,58765122;-56,12865599;-60,08576742;-38,67906511
597;615;20;0,48543689;1,019802;0,019801974;50;40;28;25;40;37,636246;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;3,050960428;6,2602062;0,054768591;-45,07895179;-31,99195884;-21,43568328;-60,93865743;-49,37670958;-37,2799407
598;616;7;0,77519381;1;0;50;50;35;100;80;29,517197;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;3,173651112;1,882943564;-0,205489198;-22,31598589;-14,7820157;-44,56445788;-66,29180822;-58,8946375;-33,76312049
599;617;10;0,81967211;1;0;40;25;35;50;70;50,511909;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;5,404864748;3,975132569;-0,129752457;-35,99317685;-30,84199828;-39,41205265;-66,49357736;-62,93689259;-27,98178978
600;618;52;0,91743118;0,97321433;0,026785672;50;25;60;10;30;33,333336;0,766129847;1,0898382;0,136259789;31,9;24,6;34,24;55,83600008;57,6;32,85863407;0,137662466;0,253038947;0,230424732;20,22374842;18,47971861;20,18101418;35,0978025;29,89983278;18,34429673;5,898222525;2,756266687;-0,02001501;-29,42765912;-23,24716555;-31,26690859;-55,55108196;-56,59664991;-31,04153874
601;619;39;0,68493152;0,82485873;0,17514127;50;20;19;40;50;36,503307;0,687073776;1,050845807;0,137126504;42,85714286;36,07142857;27,85714286;68,92857143;65;45,05144529;0,145465336;0,180159866;0,122440322;15,15487808;18,41598088;17,96516776;26,3247888;25,94372608;8,989610018;4,021481107;3,52763634;1,293294999;-39,55787514;-34,98541528;-26,79954071;-67,40909105;-63,07275178;-40,99083454
602;620;33;0,94339621;0,9464286;0,053571403;50;50;15;50;50;50;0,784760173;1,012692252;0,084073071;52,5;41,96428571;36,64285714;73,59285707;64,28571429;48,17101286;0,115431101;0,135155974;0,104060705;15,53531956;21,71003338;25,36686859;25,04974947;30,81315546;22,56211637;7,38804772;5,989799568;0,430736076;-49,28152742;-39,66120312;-36,05153465;-71,59682912;-62,66303075;-45,95490869
