;studid;classid;delta;beta;beta_0;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;mean_delta;mean_beta;mean_beta_0;mean_dictator;mean_dictator_schoolmate;mean_risk;mean_publicgood;mean_trust;mean_trust_return;sd_delta;sd_beta;sd_beta_0;sd_dictator;sd_dictator_schoolmate;sd_risk;sd_publicgood;sd_trust;sd_trust_return;delta_diff;beta_diff;beta_0_diff;dictator_diff;dictator_schoolmate_diff;risk_diff;publicgood_diff;trust_diff;trust_return_diff
485;501;14;0,97087377;1;0;50;50;99;100;100;66,666672;0,788498474;1,015682911;0,121617237;46,41176471;37,05882353;44,17647059;61,35882348;60;46,05073212;0,129776588;0,171496764;0,11814097;15,06676319;21,99494427;25,65208397;35,01887102;36,05551275;18,94722399;6,692617974;4,815330907;-0,121617237;-43,09320189;-34,78557385;-40,31713502;-58,50322029;-57,22649902;-42,5321865
486;502;10;0,69930071;1,1721312;0,17213118;65;70;19;90;80;43,53968;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;4,488742305;4,831933939;1,008768009;-34,7509316;-29,06913364;-40,24346594;-65,24228541;-62,58721791;-28,42717447
487;503;30;0,7352941;1,030303;0,030303001;25;25;50;100;100;43,087299;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;3,935657173;5,512206547;0,118845139;-45,86419381;-33,46185435;-30,24094527;-58,01822299;-45,74265341;-36,69301069
488;504;19;0,91743118;1,0582525;0,058252454;50;25;15;67;70;43,818783;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;4,630186052;4,353120553;0,170686294;-37,62188363;-27,45221809;-21,67087209;-47,42105469;-43,93680476;-33,16662799
489;505;14;0,60606062;1,2132353;0,21323526;25;17,5;35;19,299999;20;20,722221;0,788498474;1,015682911;0,121617237;46,41176471;37,05882353;44,17647059;61,35882348;60;46,05073212;0,129776588;0,171496764;0,11814097;15,06676319;21,99494427;25,65208397;35,01887102;36,05551275;18,94722399;3,88153198;6,058708888;1,683304971;-44,7524833;-36,26318614;-42,81205902;-60,80769209;-59,4452998;-44,95705101
490;506;15;0,97087377;1;0;0;0;35;28;40;40,010319;0,742834054;1,032255225;0,138124633;43,86363636;28,63636364;33,90909091;56,12727268;56,36363636;38,79078346;0,099320233;0,180634965;0,117183704;20,29143721;19,71111713;20,11137818;23,09708664;20,59714602;11,73771425;9,032352141;4,503771548;-0,138124633;-43,86363636;-28,63636364;-32,16878253;-54,91499858;-54,42161974;-35,38208581
491;507;20;0,69930071;1,0514705;0,051470518;100;75;30;90;100;66,666672;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;4,688605028;6,488387407;0,324507229;-42,0809805;-29,96569205;-21,29647384;-58,38916653;-46,71100472;-35,44739429
492;508;27;0,94339621;1;0;50;25;63;60;80;39,239418;0,775647526;1,021077385;0,033220274;45,44117647;28,52941176;26,29411765;60,61764706;57,64705882;36,58583947;0,17914164;0,061988536;0,056053893;13,17654445;16,93412844;21,02904154;23,57668963;26,34611256;13,60053623;4,490555282;15,11093785;-0,033220274;-41,64655488;-27,05310313;-23,29826071;-58,07276052;-54,61055771;-33,7007019
493;509;24;0,81967211;1,184466;0,184466;5;5;20;0;10;6,2632279;0,723560425;1,111723687;0,139370925;42,5;30,46875;29,125;49,375;42,5;31,33064746;0,177431274;0,225451091;0,208382644;13,16561177;18,8020112;15,07260208;28,45317791;15,27525232;13,89310693;3,896099298;4,142036649;0,745856351;-42,12022274;-30,202821;-27,7980891;-49,375;-41,84534633;-30,87983197
494;510;49;0,59171599;0,83663362;0,16336638;75;0;50;70;90;48,271164;0,724521115;0,971790262;0,154499109;29,546875;13,203125;35,5;58,68125;53,75;38,17869585;0,135029141;0,194455965;0,114894113;21,94960492;18,99544216;20,73322615;34,93936116;34,61695153;18,13316378;3,657614359;3,330642003;1,26738732;-26,12995701;-13,203125;-33,08841197;-56,67777891;-51,15011769;-35,51665824
495;511;10;0,66666669;0,84745759;0,15254241;0;10;50;100;100;3,3333335;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;4,240371362;3,215836485;0,879202781;-37,98076923;-31,43295316;-38,63260268;-64,92946242;-61,88786854;-30,99554842
496;512;5;0,5780347;1,1849315;0,18493152;50;50;60;30;40;33,333336;0,70863588;1,004748103;0,089457733;36,28333338;25,28333338;43;61,40952371;58,0952381;39,50544905;0,1582697;0,134855003;0,09902891;18,63822235;20,23804174;22,64729564;30,84512782;25,0237982;20,44483656;2,943577403;7,78195962;1,777992088;-33,60067411;-22,81273862;-40,35067705;-60,43692278;-56,49675973;-37,8750454
497;513;25;0,52910054;1;0;50;50;16;80;20;47,021164;0,669680053;1,008582913;0,11825164;43,59375;29,0625;28,9375;48,54375006;48,75;43,25155519;0,120169606;0,21584327;0,178188709;10,95326245;13,06633716;15,18538223;26,15461641;16,68332501;14,93310609;3,733268065;3,624408421;-0,11825164;-39,02890001;-25,23587289;-27,88385514;-45,48501662;-47,5511982;-40,10276861
498;514;10;0,97087377;1;0;25;25;99;50;100;14,552911;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;6,555630081;3,975132569;-0,129752457;-36,73852399;-30,84199828;-36,08639946;-66,49357736;-61,88786854;-30,27884389
499;515;46;0,66666669;0,93167698;0,068323016;25;50;31;50;50;33,333336;0,709444182;1,042657502;0,120738075;27,66666667;26,24242424;34,12121212;55,01515152;50,90909091;34,12513064;0,17942831;0,198034206;0,161433699;19,0573422;19,63499794;17,31826632;27,59712532;26,14426758;14,92949974;3,006060295;3,661969033;0,302488404;-26,35483631;-23,69595084;-32,33119461;-53,20336861;-48,99662578;-31,89241443
500;516;30;0,97087377;1;0;50;50;30;50;50;50;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;5,440376645;5,318575372;-0,105246918;-44,56172096;-32,4237087;-31,73123383;-60,60244483;-47,8713267;-36,26799626
501;517;40;0,89285713;1;0;40;50;35;55;70;33,333336;0,684179763;0,995749626;0,182197963;42,05882353;31,79411765;31,47058824;58,75882365;46,47058824;39,36764765;0,103972823;0,243323543;0,15477302;13,11711948;20,17970734;18,5644743;17,93533722;15,78811914;11,38704402;7,903228959;3,114004773;-0,182197963;-39,00937353;-29,31638102;-29,58526687;-55,69225181;-42,03687454;-36,44034395
502;518;22;0,84033614;1,1553398;0,15533984;50;20;65;97,300003;60;41,726189;0,688527086;1,082140228;0,21843444;43,33333333;29,16666667;23;59,40000014;50;35,53204276;0,134223006;0,264612503;0,164331557;10,73351449;13,99404635;16,4195006;24,31845002;20,73644135;9,947404698;5,572218866;3,284017035;0,726848636;-38,67502686;-27,73748746;-19,04129251;-55,39892265;-47,10654307;-31,33736181
503;519;8;0,81967211;1;0;0;0;25;20;0;33,333336;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;5,523720234;3,495457864;-0,082520511;-27,15517241;-11,46551724;-45,76912091;-75,34435666;-72,06896552;-29,83990655
504;520;49;0,89285713;1;0;25;0;5;100;100;50;0,724521115;0,971790262;0,154499109;29,546875;13,203125;35,5;58,68125;53,75;38,17869585;0,135029141;0,194455965;0,114894113;21,94960492;18,99544216;20,73322615;34,93936116;34,61695153;18,13316378;5,887808057;4,170762179;-0,154499109;-28,40790234;-13,203125;-35,2588412;-55,81914844;-50,86124187;-35,42131713
505;521;41;0,56497175;1,5258621;0,5258621;50;25;50;50;50;39,785053;0,668788035;1,062543474;0,215549468;45,53571429;27,14285714;27,5;56,78571429;47,85714286;40,59042079;0,168221214;0,321558736;0,239952211;9,102967153;17,72810521;14,25455393;17,71647895;6,992932068;13,64279395;2,689716738;3,682661452;1,975978994;-40,04299975;-25,73266696;-23,99234902;-53,96348307;-40,70706625;-37,67422538
506;522;18;0,71942449;0,97202796;0,027972043;10;25;20;25;40;42,702381;0,702806228;1,127552887;0,2508495;31,36363636;28,29545455;39;58,13636364;56,81818182;39,14141507;0,161750473;0,488897082;0,43605381;21,33529482;21,03549104;21,02606093;24,44097936;24,37531219;10,09389869;3,744936493;0,860652804;-0,186701355;-30,89492946;-27,10698692;-38,04879948;-57,11349137;-55,17717719;-34,91090094
507;523;7;0,66666669;0,74257421;0,25742579;25;0;50;1,5;50;49,444443;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;2,622703395;1,146900894;0,70973624;-23,39460009;-16,97321429;-43,82677656;-68,92771634;-59,71093415;-32,77395709
508;524;49;0,80000001;0,63451773;0,36548227;25;15;34;10;40;33,333336;0,724521115;0,971790262;0,154499109;29,546875;13,203125;35,5;58,68125;53,75;38,17869585;0,135029141;0,194455965;0,114894113;21,94960492;18,99544216;20,73322615;34,93936116;34,61695153;18,13316378;5,200125983;2,291250439;3,026536548;-28,40790234;-12,41346189;-33,86012014;-58,39503984;-52,59449675;-36,34044322
509;525;46;0,5076142;1,1387284;0,13872838;40;25;14;56;40;46,002644;0,709444182;1,042657502;0,120738075;27,66666667;26,24242424;34,12121212;55,01515152;50,90909091;34,12513064;0,17942831;0,198034206;0,161433699;19,0573422;19,63499794;17,31826632;27,59712532;26,14426758;14,92949974;2,119619968;4,707502652;0,738613974;-25,5677381;-24,96918754;-33,31281712;-52,98595466;-49,37911881;-31,04380542
510;526;2;0,81967211;1;0;50;50;33;100;90;42,365082;0,669392579;1,105347029;0,133249641;40;23,26923077;28,23076923;58,38461538;44,61538462;45,53976423;0,125369443;0,184504678;0,163797808;11,94605932;17,95203724;11,63438758;26,37403541;22,58885589;11,67955613;5,868660789;4,314569752;-0,133249641;-35,81451936;-20,48403156;-25,39435006;-54,59300752;-40,63111908;-41,91247895
511;527;46;0,97087377;1;0;0;50;69;100;0;0;0,709444182;1,042657502;0,120738075;27,66666667;26,24242424;34,12121212;55,01515152;50,90909091;34,12513064;0,17942831;0,198034206;0,161433699;19,0573422;19,63499794;17,31826632;27,59712532;26,14426758;14,92949974;4,701484388;4,006975188;-0,120738075;-27,66666667;-23,69595084;-30,13697959;-51,3915857;-50,90909091;-34,12513064
512;528;12;0,94339621;0,9464286;0,053571403;50;0;40;0;50;43,873016;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;6,493100212;7,215697527;0,491582932;-30,53525818;-24,83928571;-35,42066241;-74,46428571;-67,83754174;-34,97663357
513;529;8;0,94339621;1;0;0;50;50;50;100;21,642859;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,486520219;3,495457864;-0,082520511;-27,15517241;-8,933548891;-43,98651769;-74,45399505;-69,19399207;-30,48602468
514;530;9;0,97087377;0,50990099;0,49009901;25;0;49;75;50;45,92857;0,849050988;0,909803199;0,146747551;39,13043478;25,13043478;36,52173913;49,83913044;53,91304348;43,917179;0,152328465;0,232572481;0,200203683;16,55927191;18,22349719;18,65687679;34,69588315;27,25954886;18,05706071;5,52450348;1,282635853;2,301254417;-37,62070657;-25,13043478;-33,89536171;-47,6774907;-52,07882383;-41,37365485
515;531;2;0,69930071;0,90506327;0,094936728;37,5;0;45;40;20;46,440475;0,669392579;1,105347029;0,133249641;40;23,26923077;28,23076923;58,38461538;44,61538462;45,53976423;0,125369443;0,184504678;0,163797808;11,94605932;17,95203724;11,63438758;26,37403541;22,58885589;11,67955613;4,908527307;3,800020576;0,446347418;-36,86088952;-23,26923077;-24,3629249;-56,86797224;-43,72999227;-41,56354506
516;532;21;0,80000001;1,1160715;0,11607146;25;50;40;45;30;33;0,702187606;1,079747691;0,109235355;43,681579;27,76052637;28,94736842;58,86842105;47,36842105;35,23713537;0,15620482;0,168528073;0,150064825;9,216458904;15,91463851;16,30430647;25,47648268;11,47078669;14,22066757;4,41929336;5,542718692;0,664240109;-40,96904046;-24,61876478;-26,49402886;-57,10208617;-44,75308169;-32,9165692
517;533;19;0,54054052;1;0;25;25;27;70;50;16,666668;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;2,450873685;4,051230817;-0,131203186;-39,83366909;-27,45221809;-20,68029704;-47,28929731;-45,27953587;-35,43605927
518;534;52;0,54054052;1,4015152;0,40151525;50;50;29;60;90;20;0,766129847;1,0898382;0,136259789;31,9;24,6;34,24;55,83600008;57,6;32,85863407;0,137662466;0,253038947;0,230424732;20,22374842;18,47971861;20,18101418;35,0978025;29,89983278;18,34429673;3,160434429;4,448894938;1,606240883;-29,42765912;-21,8943311;-32,80300582;-54,12649134;-54,58994972;-31,76837696
519;535;26;0,68493152;1,0735294;0,073529363;50;50;35;70;60;49,030422;0,718060289;1,083481343;0,149998625;44,28571429;36,42857143;26,61904762;58,11904762;54,76190476;43,43061871;0,139188001;0,250001029;0,214926819;10,06674156;21,29512017;18,60773009;22,77164068;21,12322126;14,58246081;4,202848933;3,210618581;0,19211486;-39,31886382;-34,08061567;-24,7381089;-55,04504865;-51,9214289;-40,06833147
520;536;24;0,7352941;1,030303;0,030303001;50;50;30;100;50;48,271164;0,723560425;1,111723687;0,139370925;42,5;30,46875;29,125;49,375;42,5;31,33064746;0,177431274;0,225451091;0,208382644;13,16561177;18,8020112;15,07260208;28,45317791;15,27525232;13,89310693;3,420546099;3,458238672;0,006049061;-38,70222737;-27,80946002;-27,13463365;-45,86045409;-39,22673165;-27,85617885
521;537;41;0,75757575;0,78106511;0,21893489;50;25;22;70;50;50;0,668788035;1,062543474;0,215549468;45,53571429;27,14285714;27,5;56,78571429;47,85714286;40,59042079;0,168221214;0,321558736;0,239952211;9,102967153;17,72810521;14,25455393;17,71647895;6,992932068;13,64279395;3,834661513;1,366453227;0,69686092;-40,04299975;-25,73266696;-25,95663357;-52,83459058;-40,70706625;-36,92548234
522;538;48;0,49504951;1,9611651;0,96116507;50;50;5;50;70;49,875;0,741336557;1,04582137;0,179777305;39,44;25,5;37,84;71,68799992;68;43,57871556;0,146295772;0,309490296;0,253583872;16,6966314;19,33800231;16,10558909;30,41722818;26,45751311;10,88081796;2,642558294;5,290936607;3,610546827;-36,44538397;-22,91441752;-37,52954877;-70,04419465;-65,35424869;-38,9949609
523;539;52;0,69930071;1,028777;0,028777003;25;22,5;50;45;50;30,514549;0,766129847;1,0898382;0,136259789;31,9;24,6;34,24;55,83600008;57,6;32,85863407;0,137662466;0,253038947;0,230424732;20,22374842;18,47971861;20,18101418;35,0978025;29,89983278;18,34429673;4,31369134;2,975848182;-0,011373008;-30,66382956;-23,38244899;-31,76242382;-54,55386853;-55,92774984;-31,19519887
524;540;20;0,7352941;1,030303;0,030303001;50;25;5;50;50;18,333334;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;4,96422145;6,335869109;0,14421169;-45,07895179;-32,86035889;-23,03659179;-59,958084;-48,93242544;-38,49843754
525;541;23;0,56497175;1,3014706;0,30147064;25;22,5;25;70;50;38,706085;0,62528449;0,933067559;0,154478251;42,22222222;30;22,66666667;42,53333322;45,55555556;27,43327511;0,104167782;0,180772765;0,104270183;13,01708279;17,45530005;12,59960317;20,89880385;16,66666667;13,51576014;4,798386219;6,266416261;2,736766685;-40,30166902;-28,71099323;-20,68247719;-39,18385923;-42,55555556;-24,56950092
526;542;36;0,66666669;0,74257421;0,25742579;35;5;41;66,599998;70;50;0,713287279;1,059407385;0,105701709;44,00333333;30,66666667;34,93333333;61,83999987;71,33333333;46,44276973;0,153756512;0,185151093;0,16152815;21,6392539;20,16597795;14,82982837;26,06828393;25,31703737;9,396605655;3,622572588;2,951231698;1,487988249;-42,38590234;-30,41872431;-32,16863512;-59,28517124;-68,56839686;-41,12169936
527;543;43;0,89285713;1;0;50;50;30;50;40;39,160053;0,641145409;1,035443084;0,149479361;35,76470588;29,41470588;21,94117647;51,17647059;42,94117647;33,37986406;0,136985659;0,229180844;0,173545371;17,29827272;17,83812424;9,826434935;14,09004655;11,04802351;11,82750631;5,876742222;3,327923344;-0,149479361;-32,87424388;-26,61172058;-18,88818724;-47,62786627;-39,32061937;-30,06893342
528;544;42;0,68493152;1;0;50;25;49;80;50;36,267197;0,71243093;1,029523273;0,186367329;46,35416667;32,5;29,45833333;62,91666667;55;44,43954029;0,154966371;0,289082902;0,219625914;7,835925026;17,56973683;16,75392016;20,04975695;19,56038588;15,00966014;3,707441048;2,429692032;-0,186367329;-39,97329908;-31,07709878;-26,53364469;-58,92659336;-52,44381321;-42,02328325
529;545;3;0,64935064;0,76237625;0,23762375;25;10;15;10;10;42,014549;0,757757626;0,965606027;0,083024058;40,41666667;23,27777778;32,44444444;52,38888889;45,55555556;45,19341672;0,133750728;0,121802566;0,093754636;17,02614771;14,11634662;18,73098164;19,10694019;21,48110585;16,92366859;4,097174022;5,293508818;2,451503944;-38,94833687;-22,56937919;-31,64363217;-51,86551885;-45,09003017;-42,71082562
530;546;8;0,94339621;1;0;50;50;50;100;100;66,666672;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,486520219;3,495457864;-0,082520511;-24,96339666;-8,933548891;-43,98651769;-72,97005904;-69,19399207;-27,99761451
531;547;12;0,89285713;0,80575538;0,19424462;60;60;25;100;100;66,666672;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;6,098250389;5,999614725;1,975332283;-30,13909552;-22,77054917;-36,64237829;-71,67753259;-66,38936919;-34,05374516
532;548;37;0,69930071;1,1439999;0,14399993;50;50;25;50;50;32,296295;0,702522622;1,037959984;0,189855804;42,11538462;31,15384615;28,38461538;52,92307692;45,38461538;34,23914285;0,112109789;0,249452017;0,157284323;11,80775495;18,27496536;16,38362222;15,17377968;15,06396618;11,76436273;5,53511924;3,548091937;0,725683185;-37,88087939;-28,41786286;-26,85870129;-49,62791902;-42,0654364;-31,4938777
533;549;13;0,86206895;1,0357143;0,035714269;0,5;0,25;49;100;50;19,78021;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;4,597361344;3,440528946;0,0541514;-34,62860011;-19,90031764;-38,08532108;-77,19520747;-69,28009618;-34,20739023
534;550;19;0,55248618;1,3021582;0,30215824;40;40;16;50;60;42,929893;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;2,519947629;5,617145743;1,434711855;-38,50659781;-26,19627622;-21,58832417;-48,16767989;-44,60817031;-33,2409233
535;551;38;0,5076142;1,1129944;0,11299443;25;0;32;100;50;29,11574;0,716038035;0,988618101;0,178168805;42,64411747;23,97058824;37,11764706;70,70588235;59,41176471;40,77853376;0,150628434;0,242044879;0,158098819;19,60572153;13,4935987;16,9811747;23,10509875;24,10150105;20,76577317;2,653937923;3,609679549;0,536538811;-41,3689795;-23,97058824;-35,23320734;-66,37783333;-57,33720512;-39,37643138
536;552;43;0,59171599;1,2426471;0,24264705;30;25;34;90;50;33,333336;0,641145409;1,035443084;0,149479361;35,76470588;29,41470588;21,94117647;51,17647059;42,94117647;33,37986406;0,136985659;0,229180844;0,173545371;17,29827272;17,83812424;9,826434935;14,09004655;11,04802351;11,82750631;3,678401585;4,386681554;1,248697086;-34,03042868;-28,01321323;-18,48112201;-44,78898282;-38,41548009;-30,56157463
537;553;42;0,68493152;1,020979;0,020979047;25;25;10;50;50;32,046299;0,71243093;1,029523273;0,186367329;46,35416667;32,5;29,45833333;62,91666667;55;44,43954029;0,154966371;0,289082902;0,219625914;7,835925026;17,56973683;16,75392016;20,04975695;19,56038588;15,00966014;3,707441048;2,50226291;-0,0908456;-43,16373287;-31,07709878;-28,8614581;-60,42287085;-52,44381321;-42,30449535
538;554;52;0,97087377;1;0;25;25;47;80;70;33,333336;0,766129847;1,0898382;0,136259789;31,9;24,6;34,24;55,83600008;57,6;32,85863407;0,137662466;0,253038947;0,230424732;20,22374842;18,47971861;20,18101418;35,0978025;29,89983278;18,34429673;6,286437205;2,862122605;-0,136259789;-30,66382956;-23,24716555;-31,91107839;-53,5566551;-55,25884978;-31,04153874
539;555;13;0,89285713;1,0873786;0,087378621;50;25;1;50;70;29,517197;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;4,791418861;3,666403301;0,290090438;-32,5100032;-18,78945595;-41,1288998;-79,19568062;-68,68444234;-33,76071898
540;556;6;0,89285713;1,0275229;0,027522922;37,5;0;25;100;50;50;0,78204045;0,971589995;0,134218011;36,53095248;25,23809524;34,52380952;55,95238095;58,0952381;31,9780743;0,143179648;0,195227615;0,141584288;17,43007087;20,71992944;16,63916779;34,04478843;31,72050561;17,09632994;5,453881653;4,291614703;0,060174477;-34,37949823;-25,23809524;-33,02133053;-53,01507382;-56,51897066;-29,05347
541;557;12;0,60606062;0,85492224;0,14507776;35;10;34;100;100;25,087303;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;3,857577405;6,424649233;1,456745318;-31,12950217;-24,49449629;-35,90934876;-71,67753259;-66,38936919;-35,73724507
542;558;8;0,75757575;1;0;25;0;44;62,200001;70;24,300266;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;5,040496881;3,495457864;-0,082520511;-26,05928454;-11,46551724;-44,41434246;-74,09191464;-70,05648411;-30,3391531
543;559;22;0,63291138;0,91329479;0,086705208;50;45;20;40;50;36,07037;0,688527086;1,082140228;0,21843444;43,33333333;29,16666667;23;59,40000014;50;35,53204276;0,134223006;0,264612503;0,164331557;10,73351449;13,99404635;16,4195006;24,31845002;20,73644135;9,947404698;4,026844741;2,369302093;0,309189161;-38,67502686;-25,95101346;-21,78193616;-57,75515847;-47,58878589;-31,90593413
544;560;7;0,69930071;1,1085271;0,10852706;50;50;25;75;80;29,517197;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;2,788372942;2,193248823;0,180356859;-22,31598589;-14,7820157;-45,05624542;-66,96082043;-58,8946375;-33,76312049
545;561;16;0,60606062;1,352459;0,35245895;50;50;10;65;50;46,604496;0,735069143;1,113196055;0,146202073;41,20862069;30,43103448;28,10344828;51,58275869;45,86206897;34,28078851;0,141335054;0,193558989;0,169108278;19,66563386;18,46895278;16,22243778;17,72222309;16,80077408;13,76848806;3,553043428;5,874126044;1,938018489;-38,66611429;-27,7237884;-27,48701811;-47,91504727;-42,88601562;-30,89592187
546;562;46;0,97087377;1;0;0;50;50;100;100;15,000001;0,709444182;1,042657502;0,120738075;27,66666667;26,24242424;34,12121212;55,01515152;50,90909091;34,12513064;0,17942831;0,198034206;0,161433699;19,0573422;19,63499794;17,31826632;27,59712532;26,14426758;14,92949974;4,701484388;4,006975188;-0,120738075;-27,66666667;-23,69595084;-31,2340871;-51,3915857;-47,08416066;-33,12040836
547;563;43;0,56497175;1,0473373;0,047337294;50;0;10;50;30;35,000004;0,641145409;1,035443084;0,149479361;35,76470588;29,41470588;21,94117647;51,17647059;42,94117647;33,37986406;0,136985659;0,229180844;0,173545371;17,29827272;17,83812424;9,826434935;14,09004655;11,04802351;11,82750631;3,483167717;3,534473329;0,123286739;-32,87424388;-29,41470588;-20,92351339;-47,62786627;-40,22575864;-30,42066006
548;564;52;0,7352941;1,030303;0,030303001;0;25;42;30;20;0;0,766129847;1,0898382;0,136259789;31,9;24,6;34,24;55,83600008;57,6;32,85863407;0,137662466;0,253038947;0,230424732;20,22374842;18,47971861;20,18101418;35,0978025;29,89983278;18,34429673;4,575152515;2,981878874;-0,004750464;-31,9;-23,24716555;-32,15883601;-54,98124571;-56,93109994;-32,85863407
549;565;26;0,62111801;0,93063587;0,06936413;42,5;42,5;8;65;50;49,898148;0,718060289;1,083481343;0,149998625;44,28571429;36,42857143;26,61904762;58,11904762;54,76190476;43,43061871;0,139188001;0,250001029;0,214926819;10,06674156;21,29512017;18,60773009;22,77164068;21,12322126;14,58246081;3,744379027;2,639046814;0,172735087;-40,06389139;-34,43280903;-26,18911877;-55,26462;-52,39484155;-40,0088267
550;566;49;0,55248618;1,2657343;0,26573431;50;0;41;100;100;17;0,724521115;0,971790262;0,154499109;29,546875;13,203125;35,5;58,68125;53,75;38,17869585;0,135029141;0,194455965;0,114894113;21,94960492;18,99544216;20,73322615;34,93936116;34,61695153;18,13316378;3,367085887;5,537314752;2,158363606;-27,26892967;-13,203125;-33,52249782;-55,81914844;-50,86124187;-37,24118708
551;567;32;0,52910054;1,2272727;0,22727275;50;25;22;35;20;50;0,725454709;1,033615679;0,126406307;42,66666667;30,86666667;27,66666667;64,5866666;55,33333333;44,05520313;0,145150168;0,153687024;0,087809747;10,32795559;22,95995479;15,71926328;28,75596508;24,16215065;20,55945898;2,919739427;6,951916661;2,461834269;-37,82543748;-29,77781435;-26,26710998;-63,36952783;-54,50559245;-41,62323252
552;568;33;0,97087377;1;0;50;50;99;100;100;63,685184;0,784760173;1,012692252;0,084073071;52,5;41,96428571;36,64285714;73,59285707;64,28571429;48,17101286;0,115431101;0,135155974;0,104060705;15,53531956;21,71003338;25,36686859;25,04974947;30,81315546;22,56211637;7,626090672;6,386166806;-0,084073071;-49,28152742;-39,66120312;-32,74012868;-69,60080118;-61,04034722;-45,34835283
